images,congruentcy,corrAns,arrow_1,arrow_2,arrow_3,target,arrow_5,arrow_6,arrow_7,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instr_text.started,instr_text.stopped,instr_resp.keys,instr_resp.rt,polygon.started,polygon.stopped,arrow1_.started,arrow1_.stopped,arrow2_.started,arrow2_.stopped,arrow3_.started,arrow3_.stopped,target_p.started,target_p.stopped,arrow5_.started,arrow5_.stopped,arrow6_.started,arrow6_.stopped,arrow7_.started,arrow7_.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,arrow1.started,arrow1.stopped,arrow2.started,arrow2.stopped,arrow3.started,arrow3.stopped,target_t.started,target_t.stopped,arrow5.started,arrow5.stopped,arrow6.started,arrow6.stopped,arrow7.started,arrow7.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,13.692389099998763,None,space,38.61405530000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,0,0,1,,,,,,,,,,,,,,,,,52.336719599999924,None,53.613065699999424,None,53.613065699999424,None,53.613065699999424,None,53.613065699999424,None,53.613065699999424,None,53.613065699999424,None,53.613065699999424,None,a,1,7.118370700000014,53.613065699999424,None,60.75379509999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,0,1,1,5,,,,,,,,,,,,,,,,,62.25531020000017,None,63.26484270000037,None,63.26484270000037,None,63.26484270000037,None,63.26484270000037,None,63.26484270000037,None,63.26484270000037,None,63.26484270000037,None,k,1,1.0272389000001567,63.26484270000037,None,64.30759899999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,0,2,2,4,,,,,,,,,,,,,,,,,65.8092187000002,None,66.81847170000037,None,66.81847170000037,None,66.81847170000037,None,66.81847170000037,None,66.81847170000037,None,66.81847170000037,None,66.81847170000037,None,a,1,1.0179231999991316,66.81847170000037,None,67.84886220000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,0,3,3,5,,,,,,,,,,,,,,,,,69.35046890000012,None,70.35987099999875,None,70.35987099999875,None,70.35987099999875,None,70.35987099999875,None,70.35987099999875,None,70.35987099999875,None,70.35987099999875,None,k,1,0.6209467999997287,70.35987099999875,None,70.99372819999917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,0,4,4,4,,,,,,,,,,,,,,,,,72.49553749999905,None,73.50486309999906,None,73.50486309999906,None,73.50486309999906,None,73.50486309999906,None,73.50486309999906,None,73.50486309999906,None,73.50486309999906,None,a,1,0.5643799000008585,73.50486309999906,None,74.08883869999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,5,5,1,,,,,,,,,,,,,,,,,75.59029949999967,None,76.5998442,None,76.5998442,None,76.5998442,None,76.5998442,None,76.5998442,None,76.5998442,None,76.5998442,None,a,1,1.6701783999997133,76.5998442,None,78.28502110000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,1,0,6,4,,,,,,,,,,,,,,,,,79.79053459999886,None,80.80005789999996,None,80.80005789999996,None,80.80005789999996,None,80.80005789999996,None,80.80005789999996,None,80.80005789999996,None,80.80005789999996,None,a,1,0.5023457000006601,80.80005789999996,None,81.31735060000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,1,1,7,3,,,,,,,,,,,,,,,,,82.8229371999987,None,83.83265799999936,None,83.83265799999936,None,83.83265799999936,None,83.83265799999936,None,83.83265799999936,None,83.83265799999936,None,83.83265799999936,None,k,1,0.6460554000004777,83.83265799999936,None,84.49153549999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
congruent-right.jpg,1,k,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,1,2,8,2,,,,,,,,,,,,,,,,,85.99300889999904,None,87.00241800000003,None,87.00241800000003,None,87.00241800000003,None,87.00241800000003,None,87.00241800000003,None,87.00241800000003,None,87.00241800000003,None,k,1,0.6208523000004789,87.00241800000003,None,87.63652910000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2022_Sep_28_1518,Flanker,2021.2.0,239.58408203224522,
