images,congruentcy,corrAns,arrow_1,arrow_2,arrow_3,target,arrow_5,arrow_6,arrow_7,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instr_text.started,instr_text.stopped,instr_resp.keys,instr_resp.rt,polygon.started,polygon.stopped,arrow1_.started,arrow1_.stopped,arrow2_.started,arrow2_.stopped,arrow3_.started,arrow3_.stopped,target_p.started,target_p.stopped,arrow5_.started,arrow5_.stopped,arrow6_.started,arrow6_.stopped,arrow7_.started,arrow7_.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,arrow1.started,arrow1.stopped,arrow2.started,arrow2.stopped,arrow3.started,arrow3.stopped,target_t.started,target_t.stopped,arrow5.started,arrow5.stopped,arrow6.started,arrow6.stopped,arrow7.started,arrow7.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,9.133437200000117,None,space,14.843074700000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,0,0,3,,,,,,,,,,,,,,,,,24.00087089999988,None,25.026562499999727,None,25.026562499999727,None,25.026562499999727,None,25.026562499999727,None,25.026562499999727,None,25.026562499999727,None,25.026562499999727,None,a,0,2.2143715000001976,25.026562499999727,None,27.26204689999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,1,1,1,,,,,,,,,,,,,,,,,28.755606799999896,None,29.769123099999888,None,29.769123099999888,None,29.769123099999888,None,29.769123099999888,None,29.769123099999888,None,29.769123099999888,None,29.769123099999888,None,k,0,3.2886097999999038,29.769123099999888,None,33.07273260000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,0,2,2,4,,,,,,,,,,,,,,,,,34.57810130000007,None,35.59608399999979,None,35.59608399999979,None,35.59608399999979,None,35.59608399999979,None,35.59608399999979,None,35.59608399999979,None,35.59608399999979,None,a,1,2.414512399999694,35.59608399999979,None,38.027858299999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,0,3,3,4,,,,,,,,,,,,,,,,,39.52938549999999,None,40.53466419999995,None,40.53466419999995,None,40.53466419999995,None,40.53466419999995,None,40.53466419999995,None,40.53466419999995,None,40.53466419999995,None,a,1,0.8841928000001644,40.53466419999995,None,41.43560230000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,4,4,1,,,,,,,,,,,,,,,,,42.93737629999987,None,43.9505122999999,None,43.9505122999999,None,43.9505122999999,None,43.9505122999999,None,43.9505122999999,None,43.9505122999999,None,43.9505122999999,None,a,1,1.0127995000002556,43.9505122999999,None,44.97667939999974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
congruent-left.jpg,1,a,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,5,5,0,,,,,,,,,,,,,,,,,46.48264070000005,None,47.48802079999996,None,47.48802079999996,None,47.48802079999996,None,47.48802079999996,None,47.48802079999996,None,47.48802079999996,None,47.48802079999996,None,a,1,0.5476771000003282,47.48802079999996,None,48.05516949999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,1,0,6,4,,,,,,,,,,,,,,,,,49.55692790000012,None,50.56584819999989,None,50.56584819999989,None,50.56584819999989,None,50.56584819999989,None,50.56584819999989,None,50.56584819999989,None,50.56584819999989,None,a,1,0.5665165999998862,50.56584819999989,None,51.14980009999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,1,1,7,4,,,,,,,,,,,,,,,,,52.65584409999974,None,53.664976600000045,None,53.664976600000045,None,53.664976600000045,None,53.664976600000045,None,53.664976600000045,None,53.664976600000045,None,53.664976600000045,None,a,1,0.5075539999998,53.664976600000045,None,54.19079169999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,1,2,8,5,,,,,,,,,,,,,,,,,55.6923155999998,None,56.7017378999999,None,56.7017378999999,None,56.7017378999999,None,56.7017378999999,None,56.7017378999999,None,56.7017378999999,None,56.7017378999999,None,k,1,0.495252199999868,56.7017378999999,None,57.210408200000074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1800,Flanker,2021.2.0,240.0954619558475,
