images,congruentcy,corrAns,arrow_1,arrow_2,arrow_3,target,arrow_5,arrow_6,arrow_7,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instr_text.started,instr_text.stopped,instr_resp.keys,instr_resp.rt,polygon.started,polygon.stopped,arrow1_.started,arrow1_.stopped,arrow2_.started,arrow2_.stopped,arrow3_.started,arrow3_.stopped,target_p.started,target_p.stopped,arrow5_.started,arrow5_.stopped,arrow6_.started,arrow6_.stopped,arrow7_.started,arrow7_.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,arrow1.started,arrow1.stopped,arrow2.started,arrow2.stopped,arrow3.started,arrow3.stopped,target_t.started,target_t.stopped,arrow5.started,arrow5.stopped,arrow6.started,arrow6.stopped,arrow7.started,arrow7.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,10.83717230000002,None,space,17.144053600000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,0,0,0,4,,,,,,,,,,,,,,,,,28.003144399999655,None,29.012795799999367,None,29.012795799999367,None,29.012795799999367,None,29.012795799999367,None,29.012795799999367,None,29.012795799999367,None,29.012795799999367,None,a,1,0.9847280000003593,29.012795799999367,None,30.02189889999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
congruent-left.jpg,1,a,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,1,1,0,,,,,,,,,,,,,,,,,31.51928719999978,None,32.52487589999964,None,32.52487589999964,None,32.52487589999964,None,32.52487589999964,None,32.52487589999964,None,32.52487589999964,None,32.52487589999964,None,a,1,0.6171143999999913,32.52487589999964,None,33.15858930000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
congruent-left.jpg,1,a,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,2,2,0,,,,,,,,,,,,,,,,,34.664284899999984,None,35.67369879999933,None,35.67369879999933,None,35.67369879999933,None,35.67369879999933,None,35.67369879999933,None,35.67369879999933,None,35.67369879999933,None,a,1,0.4686400999999023,35.67369879999933,None,36.157551299999795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,3,3,1,,,,,,,,,,,,,,,,,37.66356730000007,None,38.67272030000004,None,38.67272030000004,None,38.67272030000004,None,38.67272030000004,None,38.67272030000004,None,38.67272030000004,None,38.67272030000004,None,k,0,0.8701138999995237,38.67272030000004,None,39.56117809999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,4,4,3,,,,,,,,,,,,,,,,,41.06295919999957,None,42.07226449999962,None,42.07226449999962,None,42.07226449999962,None,42.07226449999962,None,42.07226449999962,None,42.07226449999962,None,42.07226449999962,None,k,1,2.87932389999969,42.07226449999962,None,44.971306899999945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,0,5,5,4,,,,,,,,,,,,,,,,,46.47269139999935,None,47.482157800000095,None,47.482157800000095,None,47.482157800000095,None,47.482157800000095,None,47.482157800000095,None,47.482157800000095,None,47.482157800000095,None,a,1,0.9179219999996349,47.482157800000095,None,48.416430399999626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,1,0,6,5,,,,,,,,,,,,,,,,,49.91801299999952,None,50.93170109999937,None,50.93170109999937,None,50.93170109999937,None,50.93170109999937,None,50.93170109999937,None,50.93170109999937,None,50.93170109999937,None,k,1,0.7409311999999773,50.93170109999937,None,51.69072520000009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
congruent-left.jpg,1,a,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,1,1,7,0,,,,,,,,,,,,,,,,,53.196726999999555,None,54.20619449999958,None,54.20619449999958,None,54.20619449999958,None,54.20619449999958,None,54.20619449999958,None,54.20619449999958,None,54.20619449999958,None,a,1,0.6187531999994462,54.20619449999958,None,54.83990399999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,1,2,8,4,,,,,,,,,,,,,,,,,56.3416428999999,None,57.35508140000002,None,57.35508140000002,None,57.35508140000002,None,57.35508140000002,None,57.35508140000002,None,57.35508140000002,None,57.35508140000002,None,a,1,0.6142863000004581,57.35508140000002,None,57.98098799999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1409,Flanker,2021.2.0,240.0147849098181,
