images,congruentcy,corrAns,arrow_1,arrow_2,arrow_3,target,arrow_5,arrow_6,arrow_7,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instr_text.started,instr_text.stopped,instr_resp.keys,instr_resp.rt,polygon.started,polygon.stopped,arrow1_.started,arrow1_.stopped,arrow2_.started,arrow2_.stopped,arrow3_.started,arrow3_.stopped,target_p.started,target_p.stopped,arrow5_.started,arrow5_.stopped,arrow6_.started,arrow6_.stopped,arrow7_.started,arrow7_.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,arrow1.started,arrow1.stopped,arrow2.started,arrow2.stopped,arrow3.started,arrow3.stopped,target_t.started,target_t.stopped,arrow5.started,arrow5.stopped,arrow6.started,arrow6.stopped,arrow7.started,arrow7.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,70.5441135000001,None,space,32.1902751000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,0,0,0,5,,,,,,,,,,,,,,,,,102.76211830000102,None,103.76326370000606,None,103.76326370000606,None,103.76326370000606,None,103.76326370000606,None,103.76326370000606,None,103.76326370000606,None,103.76326370000606,None,k,1,2.5398023999878205,103.76326370000606,None,106.32428430000436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,1,1,3,,,,,,,,,,,,,,,,,107.8175312000094,None,108.83110300000408,None,108.83110300000408,None,108.83110300000408,None,108.83110300000408,None,108.83110300000408,None,108.83110300000408,None,108.83110300000408,None,k,1,12.346010599998408,108.83110300000408,None,121.19433600000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,0,2,2,5,,,,,,,,,,,,,,,,,122.6998930000118,None,123.70511819999956,None,123.70511819999956,None,123.70511819999956,None,123.70511819999956,None,123.70511819999956,None,123.70511819999956,None,123.70511819999956,None,k,1,1.072263699999894,123.70511819999956,None,124.78958570001123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
congruent-left.jpg,1,a,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,3,3,0,,,,,,,,,,,,,,,,,126.29551880000508,None,127.30476520000957,None,127.30476520000957,None,127.30476520000957,None,127.30476520000957,None,127.30476520000957,None,127.30476520000957,None,127.30476520000957,None,a,1,1.129174099987722,127.30476520000957,None,128.44764390001365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,4,4,3,,,,,,,,,,,,,,,,,129.9533938000095,None,130.96315130000585,None,130.96315130000585,None,130.96315130000585,None,130.96315130000585,None,130.96315130000585,None,130.96315130000585,None,130.96315130000585,None,k,1,0.9834619000030216,130.96315130000585,None,131.96388990001287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,5,5,1,,,,,,,,,,,,,,,,,133.46555060001265,None,134.47913280001376,None,134.47913280001376,None,134.47913280001376,None,134.47913280001376,None,134.47913280001376,None,134.47913280001376,None,134.47913280001376,None,a,1,0.9717294000001857,134.47913280001376,None,135.46374010000727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
congruent-right.jpg,1,k,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,1,0,6,2,,,,,,,,,,,,,,,,,136.96918180001376,None,137.974555400011,None,137.974555400011,None,137.974555400011,None,137.974555400011,None,137.974555400011,None,137.974555400011,None,137.974555400011,None,k,1,0.764749900001334,137.974555400011,None,138.75024520000443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,1,1,7,5,,,,,,,,,,,,,,,,,140.25214300000516,None,141.26123720000032,None,141.26123720000032,None,141.26123720000032,None,141.26123720000032,None,141.26123720000032,None,141.26123720000032,None,141.26123720000032,None,k,1,0.9105329000012716,141.26123720000032,None,142.18307820000337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
neutral left,0,a,neutral.png,neutral.png,neutral.png,left_arrow.png,neutral.png,neutral.png,neutral.png,1,2,8,4,,,,,,,,,,,,,,,,,143.68465250000008,None,144.68991280000773,None,144.68991280000773,None,144.68991280000773,None,144.68991280000773,None,144.68991280000773,None,144.68991280000773,None,144.68991280000773,None,a,1,1.082394099998055,144.68991280000773,None,145.79106470000988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2022_Oct_20_1208,Flanker,2021.2.0,241.3290472790248,
