images,congruentcy,corrAns,arrow_1,arrow_2,arrow_3,target,arrow_5,arrow_6,arrow_7,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instr_text.started,instr_text.stopped,instr_resp.keys,instr_resp.rt,polygon.started,polygon.stopped,arrow1_.started,arrow1_.stopped,arrow2_.started,arrow2_.stopped,arrow3_.started,arrow3_.stopped,target_p.started,target_p.stopped,arrow5_.started,arrow5_.stopped,arrow6_.started,arrow6_.stopped,arrow7_.started,arrow7_.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,arrow1.started,arrow1.stopped,arrow2.started,arrow2.stopped,arrow3.started,arrow3.stopped,target_t.started,target_t.stopped,arrow5.started,arrow5.stopped,arrow6.started,arrow6.stopped,arrow7.started,arrow7.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,11.843870500000776,None,space,11.491809099999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
congruent-right.jpg,1,k,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,0,0,2,,,,,,,,,,,,,,,,,23.359081700007664,None,24.36445150000509,None,24.36445150000509,None,24.36445150000509,None,24.36445150000509,None,24.36445150000509,None,24.36445150000509,None,24.36445150000509,None,k,1,0.9077527999907034,24.36445150000509,None,25.29852710000705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
congruent-left.jpg,1,a,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,1,1,0,,,,,,,,,,,,,,,,,26.791770700001507,None,27.801429900006042,None,27.801429900006042,None,27.801429900006042,None,27.801429900006042,None,27.801429900006042,None,27.801429900006042,None,27.801429900006042,None,a,1,0.39895180000166874,27.801429900006042,None,28.218283499998506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,0,2,2,5,,,,,,,,,,,,,,,,,29.72014630000922,None,30.733527500007767,None,30.733527500007767,None,30.733527500007767,None,30.733527500007767,None,30.733527500007767,None,30.733527500007767,None,30.733527500007767,None,k,1,0.7472163000056753,30.733527500007767,None,31.49260030000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,0,3,3,3,,,,,,,,,,,,,,,,,32.99441620000289,None,34.00354590000643,None,34.00354590000643,None,34.00354590000643,None,34.00354590000643,None,34.00354590000643,None,34.00354590000643,None,34.00354590000643,None,k,1,2.1021387000073446,34.00354590000643,None,36.12249700000393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
neutral right,0,k,neutral.png,neutral.png,neutral.png,right_arrow.png,neutral.png,neutral.png,neutral.png,0,4,4,5,,,,,,,,,,,,,,,,,37.62408910000522,None,38.63766700000269,None,38.63766700000269,None,38.63766700000269,None,38.63766700000269,None,38.63766700000269,None,38.63766700000269,None,38.63766700000269,None,k,1,0.5163320999999996,38.63766700000269,None,39.17156909999903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,0,5,5,1,,,,,,,,,,,,,,,,,40.673407399997814,None,41.68257109999831,None,41.68257109999831,None,41.68257109999831,None,41.68257109999831,None,41.68257109999831,None,41.68257109999831,None,41.68257109999831,None,a,1,0.4396331000025384,41.68257109999831,None,42.133027000003494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,1,0,6,1,,,,,,,,,,,,,,,,,43.634880900004646,None,44.6443680000084,None,44.6443680000084,None,44.6443680000084,None,44.6443680000084,None,44.6443680000084,None,44.6443680000084,None,44.6443680000084,None,a,1,0.5502596000005724,44.6443680000084,None,45.21131230000174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
incongruent-left.jpg,0,a,right_arrow.png,right_arrow.png,right_arrow.png,left_arrow.png,right_arrow.png,right_arrow.png,right_arrow.png,1,1,7,1,,,,,,,,,,,,,,,,,46.7128870000015,None,47.722366000001784,None,47.722366000001784,None,47.722366000001784,None,47.722366000001784,None,47.722366000001784,None,47.722366000001784,None,47.722366000001784,None,a,1,0.4330464000086067,47.722366000001784,None,48.17283470000257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
incongruent-right.jpg,0,k,left_arrow.png,left_arrow.png,left_arrow.png,right_arrow.png,left_arrow.png,left_arrow.png,left_arrow.png,1,2,8,3,,,,,,,,,,,,,,,,,49.67437510000309,None,50.68794290001097,None,50.68794290001097,None,50.68794290001097,None,50.68794290001097,None,50.68794290001097,None,50.68794290001097,None,50.68794290001097,None,k,1,0.5154866999946535,50.68794290001097,None,51.22183510000468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,001,2022_Oct_23_1833,Flanker,2021.2.0,239.80700330586245,
