"","sub","item","boundaryN","wordN","word","trial_type"
"2492",3,230,8,10,"o","exp_3"
"2493",3,230,8,11,"y?zden","exp_3"
"2494",3,230,8,12,"o","exp_3"
"2495",3,230,8,13,"tarih","exp_3"
"2496",3,230,8,14,"aral???na","exp_3"
"2497",3,230,8,15,"ba?ka","exp_3"
"2498",3,230,8,16,"plan","exp_3"
"2499",3,230,8,17,"yapam?yorum.","exp_3"
"2500",3,185,6,1,"K?z","exp_3"
"2501",3,185,6,2,"isteme","exp_3"
"2502",3,185,6,3,"t?reninde","exp_3"
"2503",3,185,6,4,"damad?n","exp_3"
"2504",3,185,6,5,"kahvesine","exp_3"
"2505",3,185,6,6,"tuz","exp_3"
"2506",3,185,6,7,"koyulur","exp_3"
"2507",3,185,6,8,"diye","exp_3"
"2508",3,185,6,9,"i?ine","exp_3"
"2509",3,185,6,10,"koymad?k","exp_3"
"2510",3,185,6,11,"?ey","exp_3"
"2511",3,185,6,12,"b?rakmad?.","exp_3"
"2512",3,217,6,1,"S?nava","exp_3"
"2513",3,217,6,2,"girmeden","exp_3"
"2514",3,217,6,3,"?nce","exp_3"
"2515",3,217,6,4,"notlar?","exp_3"
"2516",3,217,6,5,"son","exp_3"
"2517",3,217,6,6,"kez","exp_3"
"2518",3,217,6,7,"okudum","exp_3"
"2519",3,217,6,8,"ama","exp_3"
"2520",3,217,6,9,"yine","exp_3"
"2521",3,217,6,10,"de","exp_3"
"2522",3,217,6,11,"s?navda","exp_3"
"2523",3,217,6,12,"akl?ma","exp_3"
"2524",3,217,6,13,"gelmedi.","exp_3"
"2525",3,234,6,1,"Hafta","exp_3"
"2526",3,234,6,2,"sonu","exp_3"
"2527",3,234,6,3,"pikni?e","exp_3"
"2528",3,234,6,4,"s?n?f","exp_3"
"2529",3,234,6,5,"arkada?lar?m","exp_3"
"2530",3,234,6,6,"ile","exp_3"
"2531",3,234,6,7,"gidece?im","exp_3"
"2532",3,234,6,8,"ama","exp_3"
"2533",3,234,6,9,"istersen","exp_3"
"2534",3,234,6,10,"sen","exp_3"
"2535",3,234,6,11,"de","exp_3"
"2536",3,234,6,12,"gelebilirsin.","exp_3"
"2537",3,247,7,1,"Ak?ama","exp_3"
"2538",3,247,7,2,"gelecek","exp_3"
"2539",3,247,7,3,"arkada?lar?m","exp_3"
"2540",3,247,7,4,"i?in","exp_3"
"2541",3,247,7,5,"?ay","exp_3"
"2542",3,247,7,6,"ve","exp_3"
"2543",3,247,7,7,"kek","exp_3"
"2544",3,247,7,8,"yapt?m","exp_3"
"2545",3,247,7,9,"ama","exp_3"
"2546",3,247,7,10,"gelmekten","exp_3"
"2547",3,247,7,11,"vazge?tiler.","exp_3"
"2548",3,248,5,1,"?nternetten","exp_3"
"2549",3,248,5,2,"ald???m","exp_3"
"2550",3,248,5,3,"ayakkab?","exp_3"
"2551",3,248,5,4,"?ok","exp_3"
"2552",3,248,5,5,"dar","exp_3"
"2553",3,248,5,6,"geldi","exp_3"
"2554",3,248,5,7,"bu","exp_3"
"2555",3,248,5,8,"y?zden","exp_3"
"2556",3,248,5,9,"sana","exp_3"
"2557",3,248,5,10,"getirdim.","exp_3"
"2558",3,225,9,1,"Annem","exp_3"
"2559",3,225,9,2,"yeni","exp_3"
"2560",3,225,9,3,"y?l","exp_3"
"2561",3,225,9,4,"kutlamas?na","exp_3"
"2562",3,225,9,5,"?zel","exp_3"
"2563",3,225,9,6,"yapaca??m","exp_3"
"2564",3,225,9,7,"tatl?","exp_3"
"2565",3,225,9,8,"i?in","exp_3"
"2566",3,225,9,9,"s?t","exp_3"
"2567",3,225,9,10,"ald?","exp_3"
"2568",3,225,9,11,"ama","exp_3"
"2569",3,225,9,12,"tatl?","exp_3"
"2570",3,225,9,13,"yapmaya","exp_3"
"2571",3,225,9,14,"vaktimiz","exp_3"
"2572",3,225,9,15,"olmad?.","exp_3"
"2573",3,170,4,1,"D??ar?dan","exp_3"
"2574",3,170,4,2,"bak?ld???nda","exp_3"
"2575",3,170,4,3,"olduk?a","exp_3"
"2576",3,170,4,4,"saf","exp_3"
"2577",3,170,4,5,"g?r?n?yordu","exp_3"
"2578",3,170,4,6,"ama","exp_3"
"2579",3,170,4,7,"onu","exp_3"
"2580",3,170,4,8,"tan?yan","exp_3"
"2581",3,170,4,9,"herkes","exp_3"
"2582",3,170,4,10,"k?t?","exp_3"
"2583",3,170,4,11,"bir","exp_3"
"2584",3,170,4,12,"insan","exp_3"
"2585",3,170,4,13,"oldu?unu","exp_3"
"2586",3,170,4,14,"biliyordu.","exp_3"
"2587",3,239,7,1,"Balkonumuza","exp_3"
"2588",3,239,7,2,"gelen","exp_3"
"2589",3,239,7,3,"ku?a","exp_3"
"2590",3,239,7,4,"annem","exp_3"
"2591",3,239,7,5,"her","exp_3"
"2592",3,239,7,6,"g?n","exp_3"
"2593",3,239,7,7,"yem","exp_3"
"2594",3,239,7,8,"veriyor","exp_3"
"2595",3,239,7,9,"o","exp_3"
"2596",3,239,7,10,"y?zden","exp_3"
"2597",3,239,7,11,"ku?","exp_3"
"2598",3,239,7,12,"annemden","exp_3"
"2599",3,239,7,13,"hi?","exp_3"
"2600",3,239,7,14,"korkmuyor.","exp_3"
"2601",3,201,7,1,"Bana","exp_3"
"2602",3,201,7,2,"ald???","exp_3"
"2603",3,201,7,3,"vazo","exp_3"
"2604",3,201,7,4,"k?r?l?nca","exp_3"
"2605",3,201,7,5,"her","exp_3"
"2606",3,201,7,6,"taraf","exp_3"
"2607",3,201,7,7,"cam","exp_3"
"2608",3,201,7,8,"k?r???","exp_3"
"2609",3,201,7,9,"oldu","exp_3"
"2610",3,201,7,10,"ve","exp_3"
"2611",3,201,7,11,"temizlemesi","exp_3"
"2612",3,201,7,12,"?ok","exp_3"
"2613",3,201,7,13,"uzun","exp_3"
"2614",3,201,7,14,"s?rd?.","exp_3"
"2615",3,241,4,1,"En","exp_3"
"2616",3,241,4,2,"sevdi?im","exp_3"
"2617",3,241,4,3,"kalemimin","exp_3"
"2618",3,241,4,4,"ucu","exp_3"
"2619",3,241,4,5,"bozulmu?","exp_3"
"2620",3,241,4,6,"o","exp_3"
"2621",3,241,4,7,"y?zden","exp_3"
"2622",3,241,4,8,"s?nav?m","exp_3"
"2623",3,241,4,9,"k?t?","exp_3"
"2624",3,241,4,10,"ge?ti.","exp_3"
"2625",3,183,4,1,"??","exp_3"
"2626",3,183,4,2,"g?nd?r","exp_3"
"2627",3,183,4,3,"aral?ks?z","exp_3"
"2628",3,183,4,4,"g?k","exp_3"
"2629",3,183,4,5,"g?rledi?i","exp_3"
"2630",3,183,4,6,"i?in","exp_3"
"2631",3,183,4,7,"korkmaya","exp_3"
"2632",3,183,4,8,"ba?lad?k.","exp_3"
"2633",3,165,8,1,"O","exp_3"
"2634",3,165,8,2,"kadar","exp_3"
"2635",3,165,8,3,"?ok","exp_3"
"2636",3,165,8,4,"ya?mur","exp_3"
"2637",3,165,8,5,"ya?d?","exp_3"
"2638",3,165,8,6,"ki","exp_3"
"2639",3,165,8,7,"adeta","exp_3"
"2640",3,165,8,8,"g?k","exp_3"
"2641",3,165,8,9,"delindi","exp_3"
"2642",3,165,8,10,"ve","exp_3"
"2643",3,165,8,11,"karde?im","exp_3"
"2644",3,165,8,12,"?ok","exp_3"
"2645",3,165,8,13,"korktu.","exp_3"
"2646",3,215,6,1,"Bu","exp_3"
"2647",3,215,6,2,"havuzu","exp_3"
"2648",3,215,6,3,"doldurmak","exp_3"
"2649",3,215,6,4,"i?in","exp_3"
"2650",3,215,6,5,"ta?lar","exp_3"
"2651",3,215,6,6,"iri","exp_3"
"2652",3,215,6,7,"se?ilmelidir","exp_3"
"2653",3,215,6,8,"yoksa","exp_3"
"2654",3,215,6,9,"bombo?","exp_3"
"2655",3,215,6,10,"kalabilir.","exp_3"
"2656",3,240,7,1,"Gen?","exp_3"
"2657",3,240,7,2,"k?z","exp_3"
"2658",3,240,7,3,"otob?se","exp_3"
"2659",3,240,7,4,"binen","exp_3"
"2660",3,240,7,5,"hamile","exp_3"
"2661",3,240,7,6,"kad?na","exp_3"
"2662",3,240,7,7,"yer","exp_3"
"2663",3,240,7,8,"verdi","exp_3"
"2664",3,240,7,9,"ama","exp_3"
"2665",3,240,7,10,"kad?n","exp_3"
"2666",3,240,7,11,"oturmak","exp_3"
"2667",3,240,7,12,"istemedi.","exp_3"
"2668",3,179,4,1,"?arpman?n","exp_3"
"2669",3,179,4,2,"etkisiyle","exp_3"
"2670",3,179,4,3,"ba??ndan","exp_3"
"2671",3,179,4,4,"kan","exp_3"
"2672",3,179,4,5,"ak?yordu","exp_3"
"2673",3,179,4,6,"bunu","exp_3"
"2674",3,179,4,7,"g?ren","exp_3"
"2675",3,179,4,8,"karde?i","exp_3"
"2676",3,179,4,9,"bay?ld?.","exp_3"
"2677",3,209,5,1,"??","exp_3"
"2678",3,209,5,2,"arkada?lar?mla","exp_3"
"2679",3,209,5,3,"girdi?im","exp_3"
"2680",3,209,5,4,"toplant?","exp_3"
"2681",3,209,5,5,"iyi","exp_3"
"2682",3,209,5,6,"ge?ti","exp_3"
"2683",3,209,5,7,"ama","exp_3"
"2684",3,209,5,8,"yine","exp_3"
"2685",3,209,5,9,"de","exp_3"
"2686",3,209,5,10,"projeye","exp_3"
"2687",3,209,5,11,"al?nabilece?imi","exp_3"
"2688",3,209,5,12,"sanm?yorum.","exp_3"
"2689",3,245,6,1,"Y?kad???m","exp_3"
"2690",3,245,6,2,"?ama??rlar?","exp_3"
"2691",3,245,6,3,"ipe","exp_3"
"2692",3,245,6,4,"asarken","exp_3"
"2693",3,245,6,5,"yanl??l?kla","exp_3"
"2694",3,245,6,6,"ipi","exp_3"
"2695",3,245,6,7,"kopard?m","exp_3"
"2696",3,245,6,8,"o","exp_3"
"2697",3,245,6,9,"y?zden","exp_3"
"2698",3,245,6,10,"?ama??rlar?m","exp_3"
"2699",3,245,6,11,"?slak","exp_3"
"2700",3,245,6,12,"kald?.","exp_3"
"2701",3,243,6,1,"Salon","exp_3"
"2702",3,243,6,2,"i?in","exp_3"
"2703",3,243,6,3,"ald???m?z","exp_3"
"2704",3,243,6,4,"tabloyu","exp_3"
"2705",3,243,6,5,"duvara","exp_3"
"2706",3,243,6,6,"zor","exp_3"
"2707",3,243,6,7,"ast?k","exp_3"
"2708",3,243,6,8,"??nk?","exp_3"
"2709",3,243,6,9,"beton","exp_3"
"2710",3,243,6,10,"?ivisi","exp_3"
"2711",3,243,6,11,"almay?","exp_3"
"2712",3,243,6,12,"unutmu?uz.","exp_3"
"2713",3,182,3,1,"Mevsim","exp_3"
"2714",3,182,3,2,"sebzelerini","exp_3"
"2715",3,182,3,3,"?i?","exp_3"
"2716",3,182,3,4,"yemek","exp_3"
"2717",3,182,3,5,"daha","exp_3"
"2718",3,182,3,6,"yararl?","exp_3"
"2719",3,182,3,7,"diyorlar.","exp_3"
"2720",3,213,4,1,"Kar??daki","exp_3"
"2721",3,213,4,2,"adaya","exp_3"
"2722",3,213,4,3,"bir?ok","exp_3"
"2723",3,213,4,4,"kez","exp_3"
"2724",3,213,4,5,"gittim","exp_3"
"2725",3,213,4,6,"ama","exp_3"
"2726",3,213,4,7,"yine","exp_3"
"2727",3,213,4,8,"de","exp_3"
"2728",3,213,4,9,"bahsetti?in","exp_3"
"2729",3,213,4,10,"yeri","exp_3"
"2730",3,213,4,11,"hi?","exp_3"
"2731",3,213,4,12,"g?rmemi?tim.","exp_3"
"2732",3,192,6,1,"Sa?lar?","exp_3"
"2733",3,192,6,2,"b?yle","exp_3"
"2734",3,192,6,3,"d?k?lmeye","exp_3"
"2735",3,192,6,4,"devam","exp_3"
"2736",3,192,6,5,"ederse","exp_3"
"2737",3,192,6,6,"kel","exp_3"
"2738",3,192,6,7,"kalacak","exp_3"
"2739",3,192,6,8,"diye","exp_3"
"2740",3,192,6,9,"?ok","exp_3"
"2741",3,192,6,10,"korkmaya","exp_3"
"2742",3,192,6,11,"ba?lad?.","exp_3"
"2743",3,178,3,1,"G?venlik","exp_3"
"2744",3,178,3,2,"g?revlileri","exp_3"
"2745",3,178,3,3,"iri","exp_3"
"2746",3,178,3,4,"adamlard?","exp_3"
"2747",3,178,3,5,"ve","exp_3"
"2748",3,178,3,6,"herkesi","exp_3"
"2749",3,178,3,7,"korkutuyorlard?.","exp_3"
