images,congruentcy,corrAns,box_pos,box_color,box_x,pract.thisRepN,pract.thisTrialN,pract.thisN,pract.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_instr.keys,key_resp_instr.rt,FixCross.started,FixCross.stopped,Box_p.started,Box_p.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,Box.started,Box.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,10.946653000000424,,,,,,,,,,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_congruent,1,k,right,red,0.6,0,0,0,1,,,,,,,,,,,,,,,21.276201800000308,None,22.28980790000014,None,k,1,0.7300642999998672,22.28980790000014,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_neutral,0,k,middle,red,0,0,1,1,4,,,,,,,,,,,,,,,24.037722099999883,None,25.117743600000267,None,k,1,1.1024962000001324,25.117743600000267,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_incongruent,0,k,left,red,-0.6,0,2,2,3,,,,,,,,,,,,,,,27.23666800000001,None,28.287763499999983,None,k,1,0.6371400000002723,28.287763499999983,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_congruent,1,a,left,blue,-0.6,0,3,3,0,,,,,,,,,,,,,,,29.947852700000112,None,31.074069000000236,None,a,1,0.5469000000002779,31.074069000000236,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_neutral,0,a,middle,blue,0,0,4,4,5,,,,,,,,,,,,,,,32.63820979999991,None,33.72279770000023,None,a,1,0.49054389999992054,33.72279770000023,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_incongruent,0,k,left,red,-0.6,0,5,5,3,,,,,,,,,,,,,,,35.23680259999992,None,36.31297549999999,None,k,1,0.5887190000003102,36.31297549999999,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_congruent,1,a,left,blue,-0.6,1,0,6,0,,,,,,,,,,,,,,,37.91465160000007,None,39.032592999999906,None,a,1,0.2934643000003234,39.032592999999906,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_congruent,1,a,left,blue,-0.6,1,1,7,0,,,,,,,,,,,,,,,40.346669999999904,None,41.47703929999989,None,a,1,0.5293980999999803,41.47703929999989,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_neutral,0,a,middle,blue,0,1,2,8,5,,,,,,,,,,,,,,,43.020063700000264,None,44.17972000000009,None,k,0,0.515059199999996,44.17972000000009,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_incongruent,0,a,right,blue,0.6,1,3,9,2,,,,,,,,,,,,,,,45.718920600000274,None,46.7865898,None,a,1,0.7966207999998005,46.7865898,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_neutral,0,k,middle,red,0,1,4,10,4,,,,,,,,,,,,,,,48.60102860000006,None,49.718859500000235,None,k,1,0.3446982999998909,49.718859500000235,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_neutral,0,k,middle,red,0,1,5,11,4,,,,,,,,,,,,,,,51.08310080000001,None,52.14231440000003,None,a,0,0.9456507999998394,52.14231440000003,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_incongruent,0,k,left,red,-0.6,2,0,12,3,,,,,,,,,,,,,,,54.10699700000032,None,55.27502860000004,None,k,1,1.5733961999999337,55.27502860000004,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
blue_congruent,1,a,left,blue,-0.6,2,1,13,0,,,,,,,,,,,,,,,57.86100310000029,None,58.991536200000155,None,a,1,0.36124930000005406,58.991536200000155,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
red_incongruent,0,k,left,red,-0.6,2,2,14,3,,,,,,,,,,,,,,,60.37630190000027,None,61.431652700000086,None,k,1,0.6177926999998817,61.431652700000086,None,,,,,,,,,,,,,,,,15,001,2022_Oct_19_1259,Version4,2021.2.0,241.9667053798833,
