images,congruentcy,corrAns,box_pos,box_color,box_x,pract.thisRepN,pract.thisTrialN,pract.thisN,pract.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_instr.keys,key_resp_instr.rt,FixCross.started,FixCross.stopped,Box_p.started,Box_p.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,Box.started,Box.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,16.37148959999999,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_neutral,0,k,middle,red,0,0,0,0,4,,,,,,,,,,,,,,,34.427413599999994,None,35.55338810000001,None,k,1,1.2688526000000024,35.55338810000001,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_incongruent,0,a,right,blue,0.6,0,1,1,2,,,,,,,,,,,,,,,37.838957599999986,None,38.96505149999999,None,a,1,0.6895696999999927,38.96505149999999,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_congruent,1,a,left,blue,-0.6,0,2,2,0,,,,,,,,,,,,,,,40.6751989,None,41.7847017,None,a,1,0.51826250000002,41.7847017,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_incongruent,0,a,right,blue,0.6,0,3,3,2,,,,,,,,,,,,,,,43.32385819999999,None,44.40837149999999,None,a,1,0.5749916000000042,44.40837149999999,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_incongruent,0,a,right,blue,0.6,0,4,4,2,,,,,,,,,,,,,,,46.00168199999999,None,47.102952999999985,None,a,1,0.5447312000000011,47.102952999999985,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_incongruent,0,k,left,red,-0.6,0,5,5,3,,,,,,,,,,,,,,,48.6669904,None,49.7556941,None,k,1,0.6123197000000005,49.7556941,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_congruent,1,a,left,blue,-0.6,1,0,6,0,,,,,,,,,,,,,,,51.386568600000004,None,52.521061799999984,None,a,1,0.4793316999999888,52.521061799999984,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_incongruent,0,k,left,red,-0.6,1,1,7,3,,,,,,,,,,,,,,,54.01851439999999,None,55.186516600000004,None,a,0,0.44628099999999904,55.186516600000004,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_neutral,0,a,middle,blue,0,1,2,8,5,,,,,,,,,,,,,,,56.650463099999996,None,57.7600348,None,a,1,0.8731435999999917,57.7600348,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_neutral,0,k,middle,red,0,1,3,9,4,,,,,,,,,,,,,,,59.64969639999998,None,60.7342318,None,k,1,0.843563099999983,60.7342318,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_congruent,1,k,right,red,0.6,1,4,10,1,,,,,,,,,,,,,,,62.594510799999995,None,63.7166187,None,k,1,0.6454784999999958,63.7166187,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_neutral,0,a,middle,blue,0,1,5,11,5,,,,,,,,,,,,,,,65.3807907,None,66.48587949999998,None,a,1,0.6524226999999883,66.48587949999998,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_congruent,1,k,right,red,0.6,2,0,12,1,,,,,,,,,,,,,,,68.1502418,None,69.2600301,None,k,1,0.6790233999999487,69.2600301,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_incongruent,0,a,right,blue,0.6,2,1,13,2,,,,,,,,,,,,,,,70.95753969999998,None,72.045995,None,a,1,0.5252662999999984,72.045995,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_congruent,1,a,left,blue,-0.6,2,2,14,0,,,,,,,,,,,,,,,73.58945940000001,None,74.59890439999998,None,a,1,0.4847695999999928,74.59890439999998,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_neutral,0,k,middle,red,0,2,3,15,4,,,,,,,,,,,,,,,76.10049879999997,None,77.193311,None,k,1,0.4426932000000079,77.193311,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_congruent,1,k,right,red,0.6,2,4,16,1,,,,,,,,,,,,,,,78.65736950000002,None,79.71279040000002,None,k,1,0.49152860000003784,79.71279040000002,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_neutral,0,k,middle,red,0,2,5,17,4,,,,,,,,,,,,,,,81.22650549999997,None,82.33209979999998,None,k,1,0.47231979999997975,82.33209979999998,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_congruent,1,k,right,red,0.6,3,0,18,1,,,,,,,,,,,,,,,83.82104559999999,None,85.0221745,None,k,1,0.3825433000000089,85.0221745,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_incongruent,0,k,left,red,-0.6,3,1,19,3,,,,,,,,,,,,,,,86.4281001,None,87.52925809999999,None,k,1,0.5160423000000378,87.52925809999999,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_congruent,1,a,left,blue,-0.6,3,2,20,0,,,,,,,,,,,,,,,89.0681224,None,90.21558440000001,None,a,1,0.41384070000003703,90.21558440000001,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
red_incongruent,0,k,left,red,-0.6,3,3,21,3,,,,,,,,,,,,,,,91.64203099999997,None,92.73032419999998,None,a,0,0.4914655999999695,92.73032419999998,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
blue_neutral,0,a,middle,blue,0,3,4,22,5,,,,,,,,,,,,,,,94.23608719999999,None,95.40406050000001,None,a,1,0.5940971999999647,95.40406050000001,None,,,,,,,,,,,,,,,,2,001,2022_Aug_05_1708,Version4,2021.2.0,238.66234528705024,
