images,congruentcy,corrAns,box_pos,box_color,box_x,pract.thisRepN,pract.thisTrialN,pract.thisN,pract.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_instr.keys,key_resp_instr.rt,FixCross.started,FixCross.stopped,Box_p.started,Box_p.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,Box.started,Box.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,10.179343899999992,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
red_neutral,0,k,middle,red,0,0,0,0,4,,,,,,,,,,,,,,,53.84525019999998,None,54.8842109,None,k,1,0.7630840999999577,54.8842109,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
blue_neutral,0,a,middle,blue,0,0,1,1,5,,,,,,,,,,,,,,,56.660786100000024,None,57.77016069999999,None,a,1,0.3577002000000107,57.77016069999999,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
red_incongruent,0,k,left,red,-0.6,0,2,2,3,,,,,,,,,,,,,,,59.150986399999994,None,60.34804060000002,None,k,1,0.603921200000002,60.34804060000002,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
blue_congruent,1,a,left,blue,-0.6,0,3,3,0,,,,,,,,,,,,,,,61.97044789999998,None,63.205067000000014,None,a,1,0.491242399999976,63.205067000000014,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
red_incongruent,0,k,left,red,-0.6,0,4,4,3,,,,,,,,,,,,,,,64.71516449999999,None,65.87874250000002,None,a,0,0.4099440999999615,65.87874250000002,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
blue_neutral,0,a,middle,blue,0,0,5,5,5,,,,,,,,,,,,,,,67.30963140000003,None,68.4105774,None,a,1,0.9985001000000011,68.4105774,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
blue_incongruent,0,a,right,blue,0.6,1,0,6,2,,,,,,,,,,,,,,,70.4251912,None,71.58060950000001,None,a,1,0.628864300000032,71.58060950000001,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
red_neutral,0,k,middle,red,0,1,1,7,4,,,,,,,,,,,,,,,73.22420680000002,None,74.39188700000003,None,k,1,0.6340933999999834,74.39188700000003,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
red_incongruent,0,k,left,red,-0.6,1,2,8,3,,,,,,,,,,,,,,,76.04788270000003,None,77.17413910000002,None,k,1,0.420016099999998,77.17413910000002,None,,,,,,,,,,,,,,,,8,001,2022_Sep_29_1548,Version4,2021.2.0,238.3966395608116,
