images,congruentcy,corrAns,box_pos,box_color,box_x,pract.thisRepN,pract.thisTrialN,pract.thisN,pract.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_instr.keys,key_resp_instr.rt,FixCross.started,FixCross.stopped,Box_p.started,Box_p.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,Box.started,Box.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,5.930225199999995,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,0,0,0,4,,,,,,,,,,,,,,,34.852547199999975,None,35.88652829999998,None,k,1,1.7496910000000128,35.88652829999998,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,0,1,1,2,,,,,,,,,,,,,,,38.660297799999995,None,39.728384799999986,None,a,1,0.492369999999994,39.728384799999986,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,0,2,2,3,,,,,,,,,,,,,,,41.2423498,None,42.28924459999999,None,k,1,1.5798393000000033,42.28924459999999,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,0,3,3,5,,,,,,,,,,,,,,,44.887740199999996,None,45.951380899999975,None,a,1,0.6060438999999747,45.951380899999975,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,0,4,4,5,,,,,,,,,,,,,,,47.57399829999997,None,48.60843209999996,None,a,1,0.5415316000000416,48.60843209999996,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,0,5,5,4,,,,,,,,,,,,,,,50.16846570000001,None,51.261167,None,k,1,0.4889468000000079,51.261167,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,1,0,6,2,,,,,,,,,,,,,,,52.762995399999966,None,53.84722369999997,None,a,1,0.6312644999999861,53.84722369999997,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_congruent,1,k,right,red,0.6,1,1,7,1,,,,,,,,,,,,,,,55.494825100000014,None,56.57546639999998,None,k,1,0.4313594000000194,56.57546639999998,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,1,2,8,2,,,,,,,,,,,,,,,58.02662839999999,None,59.05304380000001,None,a,1,0.4981363999999644,59.05304380000001,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_congruent,1,k,right,red,0.6,1,3,9,1,,,,,,,,,,,,,,,60.57545649999997,None,61.71821890000001,None,k,1,0.6738037999999733,61.71821890000001,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_congruent,1,k,right,red,0.6,1,4,10,1,,,,,,,,,,,,,,,63.40749499999998,None,64.81327099999999,None,k,1,0.4510379000000171,64.81327099999999,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_congruent,1,a,left,blue,-0.6,1,5,11,0,,,,,,,,,,,,,,,66.28147910000001,None,67.47834539999997,None,a,1,0.38594440000002805,67.47834539999997,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_congruent,1,a,left,blue,-0.6,2,0,12,0,,,,,,,,,,,,,,,68.88428060000001,None,70.06052419999997,None,a,1,0.44430730000004814,70.06052419999997,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,2,1,13,3,,,,,,,,,,,,,,,71.52447009999997,None,72.72999269999997,None,a,0,0.36710649999997713,72.72999269999997,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,2,2,14,5,,,,,,,,,,,,,,,74.11466949999999,None,75.25348709999997,None,a,1,0.5558783000000176,75.25348709999997,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,2,3,15,5,,,,,,,,,,,,,,,76.82156019999996,None,77.914649,None,a,1,0.44703279999998813,77.914649,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,2,4,16,4,,,,,,,,,,,,,,,79.37450619999998,None,80.47981970000001,None,k,1,0.40220900000002757,80.47981970000001,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,2,5,17,3,,,,,,,,,,,,,,,81.90644929999996,None,83.1244797,None,a,0,0.4139197000000081,83.1244797,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,3,0,18,2,,,,,,,,,,,,,,,84.55469690000001,None,85.56412849999998,None,a,1,0.7426535999999828,85.56412849999998,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_congruent,1,a,left,blue,-0.6,3,1,19,0,,,,,,,,,,,,,,,87.32016229999999,None,88.41297529999997,None,a,1,0.5261677999999961,88.41297529999997,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,3,2,20,4,,,,,,,,,,,,,,,89.9565988,None,91.13252639999996,None,k,1,0.42300080000001117,91.13252639999996,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_congruent,1,k,right,red,0.6,3,3,21,1,,,,,,,,,,,,,,,92.57571759999996,None,93.5892945,None,k,1,0.662542099999996,93.5892945,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_congruent,1,a,left,blue,-0.6,3,4,22,0,,,,,,,,,,,,,,,95.26635119999997,None,96.4132209,None,a,1,0.43894789999995965,96.4132209,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,3,5,23,3,,,,,,,,,,,,,,,97.8646501,None,98.9824992,None,k,1,0.622045700000001,98.9824992,None,,,,,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6426217,None,space,4.025769500000024,,,,,,,,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,,,,,0,0,0,3,,,,,,,,,,,106.66175820000001,None,,,,,,,,,,,,107.79211119999997,None,k,1,0.7816507999999658,107.79211119999997,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,,,,,0,1,1,5,,,,,,,,,,,108.5843314,None,,,,,,,,,,,,109.61488489999999,None,a,1,0.7031290000000467,109.61488489999999,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,,,,,0,2,2,2,,,,,,,,,,,110.33218979999998,None,,,,,,,,,,,,111.45440689999998,None,a,1,0.7678466000000412,111.45440689999998,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,,,,,0,3,3,2,,,,,,,,,,,112.2383673,None,,,,,,,,,,,,113.42723419999999,None,a,1,0.5552406000000474,113.42723419999999,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,,,,,0,4,4,5,,,,,,,,,,,113.9944931,None,,,,,,,,,,,,115.05821909999997,None,a,1,0.7005217000000243,115.05821909999997,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,,,,,0,5,5,4,,,,,,,,,,,115.77546489999997,None,,,,,,,,,,,,116.96820279999997,None,k,1,0.2627106000000481,116.96820279999997,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,,,,,1,0,6,3,,,,,,,,,,,117.24368199999998,None,,,,,,,,,,,,118.31575699999996,None,k,1,0.4596437000000151,118.31575699999996,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_incongruent,0,a,right,blue,0.6,,,,,1,1,7,2,,,,,,,,,,,118.79129789999996,None,,,,,,,,,,,,119.89243829999998,None,a,1,0.4910845999999651,119.89243829999998,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_incongruent,0,k,left,red,-0.6,,,,,1,2,8,3,,,,,,,,,,,120.40131259999998,None,,,,,,,,,,,,121.6110167,None,k,1,0.5008194999999773,121.6110167,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,,,,,1,3,9,5,,,,,,,,,,,122.12799960000001,None,,,,,,,,,,,,123.14598899999999,None,a,1,0.6780016999999816,123.14598899999999,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,,,,,1,4,10,4,,,,,,,,,,,123.83822479999998,None,,,,,,,,,,,,125.0101057,None,k,1,0.5259538999999904,125.0101057,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_congruent,1,a,left,blue,-0.6,,,,,1,5,11,0,,,,,,,,,,,125.55257469999998,None,,,,,,,,,,,,126.71204719999997,None,a,1,0.44021530000003395,126.71204719999997,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_neutral,0,a,middle,blue,0,,,,,2,0,12,5,,,,,,,,,,,127.1708362,None,,,,,,,,,,,,128.301375,None,a,1,0.6673673999999892,128.301375,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
red_neutral,0,k,middle,red,0,,,,,2,1,13,4,,,,,,,,,,,128.9851034,None,,,,,,,,,,,,130.07415729999997,None,k,1,0.4705576999999721,130.07415729999997,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
blue_congruent,1,a,left,blue,-0.6,,,,,2,2,14,0,,,,,,,,,,,130.55352799999997,None,,,,,,,,,,,,131.74246619999997,None,a,1,0.5224428000000216,131.74246619999997,None,,,,,4,001,2022_Aug_07_1553,Version4,2021.2.0,239.64723926376806,
