images,congruentcy,corrAns,box_pos,box_color,box_x,pract.thisRepN,pract.thisTrialN,pract.thisN,pract.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_instr.keys,key_resp_instr.rt,FixCross.started,FixCross.stopped,Box_p.started,Box_p.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,Box.started,Box.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,66.25751119999995,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
blue_neutral,0,a,middle,blue,0,0,0,0,5,,,,,,,,,,,,,,,78.98466189999999,None,80.1107462,None,a,1,1.228894599999876,80.1107462,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
red_congruent,1,k,right,red,0.6,0,1,1,1,,,,,,,,,,,,,,,82.3592579000001,None,83.43510809999998,None,k,1,0.7769121000001178,83.43510809999998,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
red_incongruent,0,k,left,red,-0.6,0,2,2,3,,,,,,,,,,,,,,,85.23303450000003,None,86.37572520000003,None,k,1,0.6366782999998577,86.37572520000003,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
red_congruent,1,k,right,red,0.6,0,3,3,1,,,,,,,,,,,,,,,88.0276687999999,None,89.11198509999986,None,k,1,0.4047793999998248,89.11198509999986,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
blue_neutral,0,a,middle,blue,0,0,4,4,5,,,,,,,,,,,,,,,90.53849070000024,None,91.72307480000018,None,a,1,0.338036899999679,91.72307480000018,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
blue_incongruent,0,a,right,blue,0.6,0,5,5,2,,,,,,,,,,,,,,,93.07479680000006,None,94.27168650000021,None,a,1,0.3977503000000979,94.27168650000021,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
blue_neutral,0,a,middle,blue,0,1,0,6,5,,,,,,,,,,,,,,,95.68999080000003,None,96.79512629999999,None,a,1,0.3706834999993589,96.79512629999999,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
blue_incongruent,0,a,right,blue,0.6,1,1,7,2,,,,,,,,,,,,,,,98.1800132000003,None,99.35199160000002,None,a,1,0.44620020000002114,99.35199160000002,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
blue_neutral,0,a,middle,blue,0,1,2,8,5,,,,,,,,,,,,,,,100.8203739000005,None,101.89227309999978,None,a,1,0.2981944000002841,101.89227309999978,None,,,,,,,,,,,,,,,,16,001,2022_Oct_19_1318,Version4,2021.2.0,240.54536444885778,
