images,congruentcy,corrAns,box_pos,box_color,box_x,pract.thisRepN,pract.thisTrialN,pract.thisN,pract.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_instr.keys,key_resp_instr.rt,FixCross.started,FixCross.stopped,Box_p.started,Box_p.stopped,key_resp_P.keys,key_resp_P.corr,key_resp_P.rt,key_resp_P.started,key_resp_P.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,Box.started,Box.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,22.769362499937415,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_neutral,0,k,middle,red,0,0,0,0,4,,,,,,,,,,,,,,,47.268260299926624,None,48.457013899926096,None,k,1,0.4626195998862386,48.457013899926096,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_congruent,1,a,left,blue,-0.6,0,1,1,0,,,,,,,,,,,,,,,49.93393919989467,None,51.051432400010526,None,a,1,0.5165528999641538,51.051432400010526,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_congruent,1,a,left,blue,-0.6,0,2,2,0,,,,,,,,,,,,,,,52.58237009984441,None,53.762762299971655,None,a,1,0.4774489998817444,53.762762299971655,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_incongruent,0,a,right,blue,0.6,0,3,3,2,,,,,,,,,,,,,,,55.260049199918285,None,56.40307719982229,None,a,1,0.6535025998018682,56.40307719982229,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_congruent,1,a,left,blue,-0.6,0,4,4,0,,,,,,,,,,,,,,,58.071541799930856,None,59.16440879995935,None,a,1,0.43679240019991994,59.16440879995935,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_incongruent,0,a,right,blue,0.6,0,5,5,2,,,,,,,,,,,,,,,60.62420509988442,None,61.7797348999884,None,a,1,0.49357619998045266,61.7797348999884,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_neutral,0,a,middle,blue,0,1,0,6,5,,,,,,,,,,,,,,,63.28960479982197,None,64.37821769993752,None,a,1,0.4794014000799507,64.37821769993752,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_neutral,0,k,middle,red,0,1,1,7,4,,,,,,,,,,,,,,,65.8714455999434,None,66.93924320000224,None,k,1,0.4948787000030279,66.93924320000224,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_congruent,1,k,right,red,0.6,1,2,8,1,,,,,,,,,,,,,,,68.45751619990915,None,69.53788680001162,None,k,1,0.5367618000600487,69.53788680001162,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_congruent,1,k,right,red,0.6,1,3,9,1,,,,,,,,,,,,,,,71.0936303997878,None,72.16141419997439,None,k,1,0.41732370015233755,72.16141419997439,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_incongruent,0,k,left,red,-0.6,1,4,10,3,,,,,,,,,,,,,,,73.59627439989708,None,74.7100437998306,None,k,1,0.6451471999753267,74.7100437998306,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_neutral,0,a,middle,blue,0,1,5,11,5,,,,,,,,,,,,,,,76.37838019989431,None,77.50458789989352,None,a,1,0.5628372998908162,77.50458789989352,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_congruent,1,k,right,red,0.6,2,0,12,1,,,,,,,,,,,,,,,79.08525249990635,None,80.14056959981099,None,k,1,0.5672020001802593,80.14056959981099,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
blue_neutral,0,a,middle,blue,0,2,1,13,5,,,,,,,,,,,,,,,81.72975119994953,None,82.89355069980957,None,a,1,0.5265715999994427,82.89355069980957,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_incongruent,0,k,left,red,-0.6,2,2,14,3,,,,,,,,,,,,,,,84.4368704999797,None,85.58379870001227,None,a,0,0.4927018000744283,85.58379870001227,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
red_incongruent,0,k,left,red,-0.6,2,3,15,3,,,,,,,,,,,,,,,87.08957639988512,None,88.14076279988512,None,k,1,0.8321235000621527,88.14076279988512,None,,,,,,,,,,,,,,,,6,001,2022_Sep_23_1037,Version4,2021.2.0,239.57949000094135,
