"","sub","item","cond","boundaryN","wordN","word","trial_type"
"6123",3,26,"ben",4,7,"sa?l?kl?","exp_1"
"6124",3,26,"ben",4,8,"olmas?n?","exp_1"
"6125",3,26,"ben",4,9,"sa?lar.","exp_1"
"6126",3,35,"identical",6,1,"?dev","exp_1"
"6127",3,35,"identical",6,2,"yapmak","exp_1"
"6128",3,35,"identical",6,3,"i?in","exp_1"
"6129",3,35,"identical",6,4,"ald???m","exp_1"
"6130",3,35,"identical",6,5,"kitaplar?","exp_1"
"6131",3,35,"identical",6,6,"eve","exp_1"
"6132",3,35,"identical",6,7,"getirdim","exp_1"
"6133",3,35,"identical",6,8,"ama","exp_1"
"6134",3,35,"identical",6,9,"?deve","exp_1"
"6135",3,35,"identical",6,10,"ba?layamad?m.","exp_1"
"6136",3,75,"identical",6,1,"En","exp_1"
"6137",3,75,"identical",6,2,"son","exp_1"
"6138",3,75,"identical",6,3,"gitti?imiz","exp_1"
"6139",3,75,"identical",6,4,"film","exp_1"
"6140",3,75,"identical",6,5,"hepimizi","exp_1"
"6141",3,75,"identical",6,6,"?ok","exp_1"
"6142",3,75,"identical",6,7,"etkiledi","exp_1"
"6143",3,75,"identical",6,8,"o","exp_1"
"6144",3,75,"identical",6,9,"y?zden","exp_1"
"6145",3,75,"identical",6,10,"b?t?n","exp_1"
"6146",3,75,"identical",6,11,"arkada?lar?ma","exp_1"
"6147",3,75,"identical",6,12,"tavsiye","exp_1"
"6148",3,75,"identical",6,13,"ettim.","exp_1"
"6149",3,52,"ben",7,1,"Marketten","exp_1"
"6150",3,52,"ben",7,2,"evim","exp_1"
"6151",3,52,"ben",7,3,"i?in","exp_1"
"6152",3,52,"ben",7,4,"birka?","exp_1"
"6153",3,52,"ben",7,5,"tane","exp_1"
"6154",3,52,"ben",7,6,"kokulu","exp_1"
"6155",3,52,"ben",7,7,"mum","exp_1"
"6156",3,52,"ben",7,8,"ald?m","exp_1"
"6157",3,52,"ben",7,9,"ama","exp_1"
"6158",3,52,"ben",7,10,"eve","exp_1"
"6159",3,52,"ben",7,11,"geldi?imde","exp_1"
"6160",3,52,"ben",7,12,"kokmad?klar?n?","exp_1"
"6161",3,52,"ben",7,13,"fark","exp_1"
"6162",3,52,"ben",7,14,"ettim.","exp_1"
"6163",3,57,"identical",7,1,"S?z","exp_1"
"6164",3,57,"identical",7,2,"verdi?i","exp_1"
"6165",3,57,"identical",7,3,"gibi","exp_1"
"6166",3,57,"identical",7,4,"yemek","exp_1"
"6167",3,57,"identical",7,5,"i?in","exp_1"
"6168",3,57,"identical",7,6,"bize","exp_1"
"6169",3,57,"identical",7,7,"sos","exp_1"
"6170",3,57,"identical",7,8,"haz?rlayacak","exp_1"
"6171",3,57,"identical",7,9,"o","exp_1"
"6172",3,57,"identical",7,10,"y?zden","exp_1"
"6173",3,57,"identical",7,11,"biz","exp_1"
"6174",3,57,"identical",7,12,"de","exp_1"
"6175",3,57,"identical",7,13,"makarnay?","exp_1"
"6176",3,57,"identical",7,14,"yap?yoruz.","exp_1"
"6177",3,38,"ben",7,1,"Bug?n","exp_1"
"6178",3,38,"ben",7,2,"yap?lan","exp_1"
"6179",3,38,"ben",7,3,"i?","exp_1"
"6180",3,38,"ben",7,4,"g?r??mesinde","exp_1"
"6181",3,38,"ben",7,5,"baz?","exp_1"
"6182",3,38,"ben",7,6,"adaylar","exp_1"
"6183",3,38,"ben",7,7,"i?e","exp_1"
"6184",3,38,"ben",7,8,"al?nd?","exp_1"
"6185",3,38,"ben",7,9,"lakin","exp_1"
"6186",3,38,"ben",7,10,"baz?lar?","exp_1"
"6187",3,38,"ben",7,11,"al?nmad?.","exp_1"
"6188",3,22,"ben",7,1,"Toplant?","exp_1"
"6189",3,22,"ben",7,2,"uzun","exp_1"
"6190",3,22,"ben",7,3,"s?rd???","exp_1"
"6191",3,22,"ben",7,4,"i?in","exp_1"
"6192",3,22,"ben",7,5,"bug?n","exp_1"
"6193",3,22,"ben",7,6,"i?ten","exp_1"
"6194",3,22,"ben",7,7,"ge?","exp_1"
"6195",3,22,"ben",7,8,"ayr?ld?m","exp_1"
"6196",3,22,"ben",7,9,"ve","exp_1"
"6197",3,22,"ben",7,10,"k?z","exp_1"
"6198",3,22,"ben",7,11,"arkada??mla","exp_1"
"6199",3,22,"ben",7,12,"bulu?amad?m.","exp_1"
"6200",3,48,"ben",5,1,"Arkada??m","exp_1"
"6201",3,48,"ben",5,2,"i?in","exp_1"
"6202",3,48,"ben",5,3,"ald???m","exp_1"
"6203",3,48,"ben",5,4,"kolyedeki","exp_1"
"6204",3,48,"ben",5,5,"ta?","exp_1"
"6205",3,48,"ben",5,6,"d??m??","exp_1"
"6206",3,48,"ben",5,7,"o","exp_1"
"6207",3,48,"ben",5,8,"y?zden","exp_1"
"6208",3,48,"ben",5,9,"yeni","exp_1"
"6209",3,48,"ben",5,10,"kolye","exp_1"
"6210",3,48,"ben",5,11,"ald?m.","exp_1"
"6211",3,17,"identical",3,1,"Da??n","exp_1"
"6212",3,17,"identical",3,2,"yamac?n?","exp_1"
"6213",3,17,"identical",3,3,"kar","exp_1"
"6214",3,17,"identical",3,4,"kaplam??t?","exp_1"
"6215",3,17,"identical",3,5,"bu","exp_1"
"6216",3,17,"identical",3,6,"sebeple","exp_1"
"6217",3,17,"identical",3,7,"?ok","exp_1"
"6218",3,17,"identical",3,8,"g?zel","exp_1"
"6219",3,17,"identical",3,9,"g?r?n?yordu.","exp_1"
"6220",3,47,"identical",7,1,"Annem","exp_1"
"6221",3,47,"identical",7,2,"restorana","exp_1"
"6222",3,47,"identical",7,3,"k?pe?i","exp_1"
"6223",3,47,"identical",7,4,"ile","exp_1"
"6224",3,47,"identical",7,5,"geldi","exp_1"
"6225",3,47,"identical",7,6,"ve","exp_1"
"6226",3,47,"identical",7,7,"yan","exp_1"
"6227",3,47,"identical",7,8,"masadaki","exp_1"
"6228",3,47,"identical",7,9,"insanlar?n","exp_1"
"6229",3,47,"identical",7,10,"tepkisini","exp_1"
"6230",3,47,"identical",7,11,"?ekti.","exp_1"
"6231",3,60,"ben",4,1,"Restorandaki","exp_1"
"6232",3,60,"ben",4,2,"t?m","exp_1"
"6233",3,60,"ben",4,3,"yemeklere","exp_1"
"6234",3,60,"ben",4,4,"ac?","exp_1"
"6235",3,60,"ben",4,5,"koymu?lar","exp_1"
"6236",3,60,"ben",4,6,"bu","exp_1"
"6237",3,60,"ben",4,7,"y?zden","exp_1"
"6238",3,60,"ben",4,8,"hi?birini","exp_1"
"6239",3,60,"ben",4,9,"yiyemedim.","exp_1"
"6240",3,63,"identical",9,1,"Bu","exp_1"
"6241",3,63,"identical",9,2,"y?l","exp_1"
"6242",3,63,"identical",9,3,"ikimiz","exp_1"
"6243",3,63,"identical",9,4,"de","exp_1"
"6244",3,63,"identical",9,5,"mezun","exp_1"
"6245",3,63,"identical",9,6,"oldu?umuz","exp_1"
"6246",3,63,"identical",9,7,"i?in","exp_1"
"6247",3,63,"identical",9,8,"tatile","exp_1"
"6248",3,63,"identical",9,9,"k?z","exp_1"
"6249",3,63,"identical",9,10,"karde?imle","exp_1"
"6250",3,63,"identical",9,11,"beraber","exp_1"
"6251",3,63,"identical",9,12,"gidece?iz.","exp_1"
"6252",3,12,"ben",3,1,"Babam","exp_1"
"6253",3,12,"ben",3,2,"hep","exp_1"
"6254",3,12,"ben",3,3,"caz","exp_1"
"6255",3,12,"ben",3,4,"dinler","exp_1"
"6256",3,12,"ben",3,5,"ve","exp_1"
"6257",3,12,"ben",3,6,"bizede","exp_1"
"6258",3,12,"ben",3,7,"zorla","exp_1"
"6259",3,12,"ben",3,8,"dinletmek","exp_1"
"6260",3,12,"ben",3,9,"ister.","exp_1"
"6261",3,28,"ben",8,1,"Yeni","exp_1"
"6262",3,28,"ben",8,2,"evi","exp_1"
"6263",3,28,"ben",8,3,"i?in","exp_1"
"6264",3,28,"ben",8,4,"ald???","exp_1"
"6265",3,28,"ben",8,5,"saat","exp_1"
"6266",3,28,"ben",8,6,"duvarda","exp_1"
"6267",3,28,"ben",8,7,"?ok","exp_1"
"6268",3,28,"ben",8,8,"iri","exp_1"
"6269",3,28,"ben",8,9,"durdu","exp_1"
"6270",3,28,"ben",8,10,"bu","exp_1"
"6271",3,28,"ben",8,11,"sebeple","exp_1"
"6272",3,28,"ben",8,12,"iade","exp_1"
"6273",3,28,"ben",8,13,"ettirdi.","exp_1"
"6274",3,56,"ben",7,1,"Arkada??m?","exp_1"
"6275",3,56,"ben",7,2,"kap?n?n","exp_1"
"6276",3,56,"ben",7,3,"?n?ndeki","exp_1"
"6277",3,56,"ben",7,4,"kediyi","exp_1"
"6278",3,56,"ben",7,5,"severken","exp_1"
"6279",3,56,"ben",7,6,"bir?ok","exp_1"
"6280",3,56,"ben",7,7,"kez","exp_1"
"6281",3,56,"ben",7,8,"g?rd?m","exp_1"
"6282",3,56,"ben",7,9,"bu","exp_1"
"6283",3,56,"ben",7,10,"sebepten","exp_1"
"6284",3,56,"ben",7,11,"kedinin","exp_1"
"6285",3,56,"ben",7,12,"onun","exp_1"
"6286",3,56,"ben",7,13,"oldu?unu","exp_1"
"6287",3,56,"ben",7,14,"d???nm??t?m.","exp_1"
"6288",3,1,"identical",6,1,"Her","exp_1"
"6289",3,1,"identical",6,2,"gece","exp_1"
"6290",3,1,"identical",6,3,"yata?a","exp_1"
"6291",3,1,"identical",6,4,"oyuncak","exp_1"
"6292",3,1,"identical",6,5,"ay?s?","exp_1"
"6293",3,1,"identical",6,6,"ile","exp_1"
"6294",3,1,"identical",6,7,"giriyor","exp_1"
"6295",3,1,"identical",6,8,"ve","exp_1"
"6296",3,1,"identical",6,9,"onunla","exp_1"
"6297",3,1,"identical",6,10,"uyuyordu.","exp_1"
"6298",3,76,"ben",7,1,"Mezuniyetimde","exp_1"
"6299",3,76,"ben",7,2,"kullanmak","exp_1"
"6300",3,76,"ben",7,3,"i?in","exp_1"
"6301",3,76,"ben",7,4,"yeni","exp_1"
"6302",3,76,"ben",7,5,"pembe","exp_1"
"6303",3,76,"ben",7,6,"bir","exp_1"
"6304",3,76,"ben",7,7,"ruj","exp_1"
"6305",3,76,"ben",7,8,"ald?m","exp_1"
"6306",3,76,"ben",7,9,"ama","exp_1"
"6307",3,76,"ben",7,10,"mezuniyete","exp_1"
"6308",3,76,"ben",7,11,"giderken","exp_1"
"6309",3,76,"ben",7,12,"yan?ma","exp_1"
"6310",3,76,"ben",7,13,"almay?","exp_1"
"6311",3,76,"ben",7,14,"unuttum.","exp_1"
"6312",3,21,"identical",3,1,"Yar?n","exp_1"
"6313",3,21,"identical",3,2,"bah?eden","exp_1"
"6314",3,21,"identical",3,3,"dut","exp_1"
"6315",3,21,"identical",3,4,"toplayacaklar.","exp_1"
"6316",3,24,"ben",7,1,"E?er","exp_1"
"6317",3,24,"ben",7,2,"ma?aran?n","exp_1"
"6318",3,24,"ben",7,3,"i?ine","exp_1"
"6319",3,24,"ben",7,4,"do?ru","exp_1"
"6320",3,24,"ben",7,5,"ba??r?rsan","exp_1"
"6321",3,24,"ben",7,6,"sesin","exp_1"
"6322",3,24,"ben",7,7,"eko","exp_1"
"6323",3,24,"ben",7,8,"yapar.","exp_1"
"6324",3,9,"identical",5,1,"Her","exp_1"
"6325",3,9,"identical",5,2,"sabah","exp_1"
"6326",3,9,"identical",5,3,"erken","exp_1"
"6327",3,9,"identical",5,4,"saatlerde","exp_1"
"6328",3,9,"identical",5,5,"ku?","exp_1"
"6329",3,9,"identical",5,6,"?t?yordu","exp_1"
"6330",3,9,"identical",5,7,"ve","exp_1"
"6331",3,9,"identical",5,8,"onu","exp_1"
"6332",3,9,"identical",5,9,"uyand?r?yordu.","exp_1"
"6333",3,2,"ben",6,1,"Denemeden","exp_1"
"6334",3,2,"ben",6,2,"ald???","exp_1"
"6335",3,2,"ben",6,3,"b?t?n","exp_1"
"6336",3,2,"ben",6,4,"elbiseler","exp_1"
"6337",3,2,"ben",6,5,"ona","exp_1"
"6338",3,2,"ben",6,6,"bol","exp_1"
"6339",3,2,"ben",6,7,"gelmi?","exp_1"
"6340",3,2,"ben",6,8,"ve","exp_1"
"6341",3,2,"ben",6,9,"de?i?tirmek","exp_1"
"6342",3,2,"ben",6,10,"durumunda","exp_1"
"6343",3,2,"ben",6,11,"kalm??t?.","exp_1"
"6344",3,49,"identical",5,1,"Piknikte","exp_1"
"6345",3,49,"identical",5,2,"oynamak","exp_1"
"6346",3,49,"identical",5,3,"i?in","exp_1"
"6347",3,49,"identical",5,4,"yan?m?za","exp_1"
"6348",3,49,"identical",5,5,"top","exp_1"
"6349",3,49,"identical",5,6,"ald?k","exp_1"
"6350",3,49,"identical",5,7,"ama","exp_1"
"6351",3,49,"identical",5,8,"hi?","exp_1"
"6352",3,49,"identical",5,9,"oynayamad?k.","exp_1"
"6353",3,55,"identical",3,1,"?ama??r","exp_1"
"6354",3,55,"identical",3,2,"ast???m","exp_1"
"6355",3,55,"identical",3,3,"ipi","exp_1"
"6356",3,55,"identical",3,4,"kopard?m","exp_1"
"6357",3,55,"identical",3,5,"ve","exp_1"
"6358",3,55,"identical",3,6,"b?t?n","exp_1"
"6359",3,55,"identical",3,7,"?ama??rlar?m","exp_1"
"6360",3,55,"identical",3,8,"soka?a","exp_1"
"6361",3,55,"identical",3,9,"d?k?ld?.","exp_1"
"6362",3,11,"identical",8,1,"G?ne?","exp_1"
"6363",3,11,"identical",8,2,"kremi","exp_1"
"6364",3,11,"identical",8,3,"s?rmedi?i","exp_1"
"6365",3,11,"identical",8,4,"zaman","exp_1"
"6366",3,11,"identical",8,5,"y?z?nde","exp_1"
"6367",3,11,"identical",8,6,"?ok","exp_1"
"6368",3,11,"identical",8,7,"fazla","exp_1"
"6369",3,11,"identical",8,8,"?il","exp_1"
"6370",3,11,"identical",8,9,"??k?yordu","exp_1"
"6371",3,11,"identical",8,10,"bu","exp_1"
"6372",3,11,"identical",8,11,"sebeple","exp_1"
"6373",3,11,"identical",8,12,"kapat?c?","exp_1"
"6374",3,11,"identical",8,13,"kullan?yordu.","exp_1"
"6375",3,67,"identical",6,1,"Yar?n","exp_1"
"6376",3,67,"identical",6,2,"ilk","exp_1"
"6377",3,67,"identical",6,3,"u?akla","exp_1"
"6378",3,67,"identical",6,4,"yan?na","exp_1"
"6379",3,67,"identical",6,5,"gelirdim","exp_1"
"6380",3,67,"identical",6,6,"ama","exp_1"
"6381",3,67,"identical",6,7,"bilet","exp_1"
"6382",3,67,"identical",6,8,"fiyatlar?","exp_1"
"6383",3,67,"identical",6,9,"?ok","exp_1"
"6384",3,67,"identical",6,10,"artm??.","exp_1"
"6385",3,118,"ben",6,1,"Sabahlar?","exp_2"
"6386",3,118,"ben",6,2,"erken","exp_2"
"6387",3,118,"ben",6,3,"kalkt???m","exp_2"
"6388",3,118,"ben",6,4,"zaman","exp_2"
"6389",3,118,"ben",6,5,"daha","exp_2"
"6390",3,118,"ben",6,6,"iyi","exp_2"
"6391",3,118,"ben",6,7,"ders","exp_2"
"6392",3,118,"ben",6,8,"?al???yorum","exp_2"
"6393",3,118,"ben",6,9,"ama","exp_2"
"6394",3,118,"ben",6,10,"ak?am","exp_2"
"6395",3,118,"ben",6,11,"olunca","exp_2"
"6396",3,118,"ben",6,12,"hemen","exp_2"
"6397",3,118,"ben",6,13,"b?rak?yorum.","exp_2"
"6398",3,159,"identical",7,1,"D?n","exp_2"
"6399",3,159,"identical",7,2,"geceki","exp_2"
"6400",3,159,"identical",7,3,"davette","exp_2"
"6401",3,159,"identical",7,4,"yemek","exp_2"
"6402",3,159,"identical",7,5,"yerken","exp_2"
"6403",3,159,"identical",7,6,"elbisem","exp_2"
"6404",3,159,"identical",7,7,"ya?","exp_2"
"6405",3,159,"identical",7,8,"oldu","exp_2"
"6406",3,159,"identical",7,9,"bu","exp_2"
"6407",3,159,"identical",7,10,"y?zden","exp_2"
"6408",3,159,"identical",7,11,"kuru","exp_2"
"6409",3,159,"identical",7,12,"temizlemeye","exp_2"
"6410",3,159,"identical",7,13,"b?rakt?m.","exp_2"
"6411",3,111,"identical",5,1,"Do?udaki","exp_2"
"6412",3,111,"identical",5,2,"insanlar","exp_2"
"6413",3,111,"identical",5,3,"bat?ya","exp_2"
"6414",3,111,"identical",5,4,"do?ru","exp_2"
"6415",3,111,"identical",5,5,"g??","exp_2"
"6416",3,111,"identical",5,6,"ediyor.","exp_2"
"6417",3,114,"ben",9,1,"Kendine","exp_2"
"6418",3,114,"ben",9,2,"kar??","exp_2"
"6419",3,114,"ben",9,3,"o","exp_2"
"6420",3,114,"ben",9,4,"kadar","exp_2"
"6421",3,114,"ben",9,5,"?fkeliydi","exp_2"
"6422",3,114,"ben",9,6,"ki","exp_2"
"6423",3,114,"ben",9,7,"ba?kalar?na","exp_2"
"6424",3,114,"ben",9,8,"da","exp_2"
"6425",3,114,"ben",9,9,"kin","exp_2"
"6426",3,114,"ben",9,10,"besliyordu","exp_2"
"6427",3,114,"ben",9,11,"ve","exp_2"
"6428",3,114,"ben",9,12,"ilerde","exp_2"
"6429",3,114,"ben",9,13,"bu","exp_2"
"6430",3,114,"ben",9,14,"durum","exp_2"
"6431",3,114,"ben",9,15,"ona","exp_2"
"6432",3,114,"ben",9,16,"zarar","exp_2"
"6433",3,114,"ben",9,17,"verecekti.","exp_2"
"6434",3,156,"ben",5,1,"Babam","exp_2"
"6435",3,156,"ben",5,2,"hayvanat","exp_2"
"6436",3,156,"ben",5,3,"bah?esinde","exp_2"
"6437",3,156,"ben",5,4,"hayvanlara","exp_2"
"6438",3,156,"ben",5,5,"yem","exp_2"
"6439",3,156,"ben",5,6,"vermemi","exp_2"
"6440",3,156,"ben",5,7,"istedi","exp_2"
"6441",3,156,"ben",5,8,"ama","exp_2"
"6442",3,156,"ben",5,9,"hayvanlara","exp_2"
"6443",3,156,"ben",5,10,"yem","exp_2"
"6444",3,156,"ben",5,11,"vermeyi","exp_2"
"6445",3,156,"ben",5,12,"yasaklam??lar.","exp_2"
"6446",3,94,"ben",4,1,"K?z","exp_2"
"6447",3,94,"ben",4,2,"karde?i","exp_2"
"6448",3,94,"ben",4,3,"?niversitede","exp_2"
"6449",3,94,"ben",4,4,"t?p","exp_2"
"6450",3,94,"ben",4,5,"fak?ltesinde","exp_2"
"6451",3,94,"ben",4,6,"okuyor","exp_2"
"6452",3,94,"ben",4,7,"diye","exp_2"
"6453",3,94,"ben",4,8,"herkes","exp_2"
"6454",3,94,"ben",4,9,"karde?inin","exp_2"
"6455",3,94,"ben",4,10,"ba?ar?s?n?","exp_2"
"6456",3,94,"ben",4,11,"y?z?ne","exp_2"
"6457",3,94,"ben",4,12,"vuruyordu.","exp_2"
"6458",3,154,"ben",7,1,"Arkada??m?n","exp_2"
"6459",3,154,"ben",7,2,"do?um","exp_2"
"6460",3,154,"ben",7,3,"g?n?","exp_2"
"6461",3,154,"ben",7,4,"i?in","exp_2"
"6462",3,154,"ben",7,5,"yirmi","exp_2"
"6463",3,154,"ben",7,6,"tane","exp_2"
"6464",3,154,"ben",7,7,"mum","exp_2"
"6465",3,154,"ben",7,8,"ald?m","exp_2"
"6466",3,154,"ben",7,9,"ve","exp_2"
"6467",3,154,"ben",7,10,"hepsini","exp_2"
"6468",3,154,"ben",7,11,"pastaya","exp_2"
"6469",3,154,"ben",7,12,"diktim.","exp_2"
"6470",3,139,"identical",6,1,"Do?um","exp_2"
"6471",3,139,"identical",6,2,"g?n?n?","exp_2"
"6472",3,139,"identical",6,3,"unuttu?um","exp_2"
"6473",3,139,"identical",6,4,"i?in","exp_2"
"6474",3,139,"identical",6,5,"ablam","exp_2"
"6475",3,139,"identical",6,6,"?ok","exp_2"
"6476",3,139,"identical",6,7,"k?zd?","exp_2"
"6477",3,139,"identical",6,8,"ama","exp_2"
"6478",3,139,"identical",6,9,"hediyesini","exp_2"
"6479",3,139,"identical",6,10,"g?r?nce","exp_2"
"6480",3,139,"identical",6,11,"sakinle?ti.","exp_2"
"6481",3,145,"identical",5,1,"Zeynep'in","exp_2"
"6482",3,145,"identical",5,2,"haz?rlad???","exp_2"
"6483",3,145,"identical",5,3,"?dev","exp_2"
"6484",3,145,"identical",5,4,"?ok","exp_2"
"6485",3,145,"identical",5,5,"iyi","exp_2"
"6486",3,145,"identical",5,6,"olmu?","exp_2"
"6487",3,145,"identical",5,7,"bu","exp_2"
"6488",3,145,"identical",5,8,"y?zden","exp_2"
"6489",3,145,"identical",5,9,"y?ksek","exp_2"
"6490",3,145,"identical",5,10,"puan","exp_2"
"6491",3,145,"identical",5,11,"alaca??n?","exp_2"
"6492",3,145,"identical",5,12,"d???n?yorum.","exp_2"
"6493",3,92,"ben",4,1,"Is?t?c?y?","exp_2"
"6494",3,92,"ben",4,2,"kullanmaya","exp_2"
"6495",3,92,"ben",4,3,"ba?larsak","exp_2"
"6496",3,92,"ben",4,4,"k??","exp_2"
"6497",3,92,"ben",4,5,"gelmi?tir","exp_2"
"6498",3,92,"ben",4,6,"demektir.","exp_2"
"6499",3,87,"identical",5,1,"Sabahtan","exp_2"
"6500",3,87,"identical",5,2,"beri","exp_2"
"6501",3,87,"identical",5,3,"havada","exp_2"
"6502",3,87,"identical",5,4,"?ok","exp_2"
"6503",3,87,"identical",5,5,"sis","exp_2"
"6504",3,87,"identical",5,6,"var","exp_2"
"6505",3,87,"identical",5,7,"bu","exp_2"
"6506",3,87,"identical",5,8,"sebeple","exp_2"
"6507",3,87,"identical",5,9,"bulu?maya","exp_2"
"6508",3,87,"identical",5,10,"gelemeyece?im.","exp_2"
"6509",3,144,"ben",11,1,"Milli","exp_2"
"6510",3,144,"ben",11,2,"ma?ta","exp_2"
"6511",3,144,"ben",11,3,"bizim","exp_2"
"6512",3,144,"ben",11,4,"tak?m?n","exp_2"
"6513",3,144,"ben",11,5,"sporcular?ndan","exp_2"
"6514",3,144,"ben",11,6,"biri","exp_2"
"6515",3,144,"ben",11,7,"kaleye","exp_2"
"6516",3,144,"ben",11,8,"?ok","exp_2"
"6517",3,144,"ben",11,9,"iyi","exp_2"
"6518",3,144,"ben",11,10,"bir","exp_2"
"6519",3,144,"ben",11,11,"?ut","exp_2"
"6520",3,144,"ben",11,12,"att?","exp_2"
"6521",3,144,"ben",11,13,"ve","exp_2"
"6522",3,144,"ben",11,14,"kendi","exp_2"
"6523",3,144,"ben",11,15,"taraftar?n?","exp_2"
"6524",3,144,"ben",11,16,"sinirlendirdi.","exp_2"
"6525",3,138,"ben",4,1,"Ahmet'e","exp_2"
"6526",3,138,"ben",4,2,"gitti?imde","exp_2"
"6527",3,138,"ben",4,3,"bana","exp_2"
"6528",3,138,"ben",4,4,"pul","exp_2"
"6529",3,138,"ben",4,5,"koleksiyonunu","exp_2"
"6530",3,138,"ben",4,6,"g?sterdi","exp_2"
"6531",3,138,"ben",4,7,"ve","exp_2"
"6532",3,138,"ben",4,8,"ben","exp_2"
"6533",3,138,"ben",4,9,"?ok","exp_2"
"6534",3,138,"ben",4,10,"be?endim.","exp_2"
"6535",3,134,"ben",7,1,"?ngiltere'ye","exp_2"
"6536",3,134,"ben",7,2,"gelen","exp_2"
"6537",3,134,"ben",7,3,"annem","exp_2"
"6538",3,134,"ben",7,4,"ve","exp_2"
"6539",3,134,"ben",7,5,"babam?","exp_2"
"6540",3,134,"ben",7,6,"kar??daki","exp_2"
"6541",3,134,"ben",7,7,"eve","exp_2"
"6542",3,134,"ben",7,8,"yerle?tirdim","exp_2"
"6543",3,134,"ben",7,9,"ama","exp_2"
"6544",3,134,"ben",7,10,"yine","exp_2"
"6545",3,134,"ben",7,11,"de","exp_2"
"6546",3,134,"ben",7,12,"benimle","exp_2"
"6547",3,134,"ben",7,13,"kalmak","exp_2"
"6548",3,134,"ben",7,14,"istediler.","exp_2"
"6549",3,93,"identical",4,1,"Formlar?","exp_2"
"6550",3,93,"identical",4,2,"imzalamadan","exp_2"
"6551",3,93,"identical",4,3,"?nce","exp_2"
"6552",3,93,"identical",4,4,"hep","exp_2"
"6553",3,93,"identical",4,5,"okumal?s?n","exp_2"
"6554",3,93,"identical",4,6,"ki","exp_2"
"6555",3,93,"identical",4,7,"bir","exp_2"
"6556",3,93,"identical",4,8,"?eyi","exp_2"
"6557",3,93,"identical",4,9,"g?zden","exp_2"
"6558",3,93,"identical",4,10,"ka??rma.","exp_2"
"6559",3,132,"ben",6,1,"Ak?am","exp_2"
"6560",3,132,"ben",6,2,"yeme?i","exp_2"
"6561",3,132,"ben",6,3,"i?in","exp_2"
"6562",3,132,"ben",6,4,"?zel","exp_2"
"6563",3,132,"ben",6,5,"bir","exp_2"
"6564",3,132,"ben",6,6,"sos","exp_2"
"6565",3,132,"ben",6,7,"haz?rlad?m","exp_2"
"6566",3,132,"ben",6,8,"umar?m","exp_2"
"6567",3,132,"ben",6,9,"seversiniz.","exp_2"
"6568",3,100,"ben",5,1,"?pe","exp_2"
"6569",3,100,"ben",5,2,"ast???m","exp_2"
"6570",3,100,"ben",5,3,"?ama??rlar","exp_2"
"6571",3,100,"ben",5,4,"so?uktan","exp_2"
"6572",3,100,"ben",5,5,"buz","exp_2"
"6573",3,100,"ben",5,6,"tutmu?","exp_2"
"6574",3,100,"ben",5,7,"bu","exp_2"
"6575",3,100,"ben",5,8,"sebeple","exp_2"
"6576",3,100,"ben",5,9,"onlara","exp_2"
"6577",3,100,"ben",5,10,"dokunamad?m.","exp_2"
"6578",3,142,"ben",5,1,"K??","exp_2"
"6579",3,142,"ben",5,2,"meyvelerinden","exp_2"
"6580",3,142,"ben",5,3,"en","exp_2"
"6581",3,142,"ben",5,4,"?ok","exp_2"
"6582",3,142,"ben",5,5,"muz","exp_2"
"6583",3,142,"ben",5,6,"yenir","exp_2"
"6584",3,142,"ben",5,7,"ama","exp_2"
"6585",3,142,"ben",5,8,"?u","exp_2"
"6586",3,142,"ben",5,9,"zamanda","exp_2"
"6587",3,142,"ben",5,10,"muzun","exp_2"
"6588",3,142,"ben",5,11,"kilosu","exp_2"
"6589",3,142,"ben",5,12,"?ok","exp_2"
"6590",3,142,"ben",5,13,"pahal?.","exp_2"
"6591",3,133,"identical",6,1,"Evi","exp_2"
"6592",3,133,"identical",6,2,"temizlemene","exp_2"
"6593",3,133,"identical",6,3,"ra?men","exp_2"
"6594",3,133,"identical",6,4,"camlar?n","exp_2"
"6595",3,133,"identical",6,5,"?st?nde","exp_2"
"6596",3,133,"identical",6,6,"toz","exp_2"
"6597",3,133,"identical",6,7,"kalm??","exp_2"
"6598",3,133,"identical",6,8,"o","exp_2"
"6599",3,133,"identical",6,9,"y?zden","exp_2"
"6600",3,133,"identical",6,10,"yar?n","exp_2"
"6601",3,133,"identical",6,11,"i?in","exp_2"
"6602",3,133,"identical",6,12,"temizlik?i","exp_2"
"6603",3,133,"identical",6,13,"?a??rd?m.","exp_2"
"6604",3,119,"identical",8,1,"Sabah","exp_2"
"6605",3,119,"identical",8,2,"alarm?n?","exp_2"
"6606",3,119,"identical",8,3,"duymad???","exp_2"
"6607",3,119,"identical",8,4,"ve","exp_2"
"6608",3,119,"identical",8,5,"uyanamad???","exp_2"
"6609",3,119,"identical",8,6,"i?in","exp_2"
"6610",3,119,"identical",8,7,"i?e","exp_2"
"6611",3,119,"identical",8,8,"ge?","exp_2"
"6612",3,119,"identical",8,9,"kald?","exp_2"
"6613",3,119,"identical",8,10,"ve","exp_2"
"6614",3,119,"identical",8,11,"patron","exp_2"
"6615",3,119,"identical",8,12,"onu","exp_2"
"6616",3,119,"identical",8,13,"azarlad?.","exp_2"
"6617",3,82,"ben",6,1,"Her","exp_2"
"6618",3,82,"ben",6,2,"g?n","exp_2"
"6619",3,82,"ben",6,3,"okula","exp_2"
"6620",3,82,"ben",6,4,"gitmeden","exp_2"
