"","sub","item","cond","boundaryN","wordN","word","trial_type"
"2156",1,78,"ben",5,6,"paha","exp_1"
"2157",1,78,"ben",5,7,"bi?ilemezdi.","exp_1"
"2158",1,26,"ben",4,1,"Yoga","exp_1"
"2159",1,26,"ben",4,2,"yapmak","exp_1"
"2160",1,26,"ben",4,3,"insan?","exp_1"
"2161",1,26,"ben",4,4,"iyi","exp_1"
"2162",1,26,"ben",4,5,"hissettirir","exp_1"
"2163",1,26,"ben",4,6,"ve","exp_1"
"2164",1,26,"ben",4,7,"sa?l?kl?","exp_1"
"2165",1,26,"ben",4,8,"olmas?n?","exp_1"
"2166",1,26,"ben",4,9,"sa?lar.","exp_1"
"2167",1,47,"identical",7,1,"Annem","exp_1"
"2168",1,47,"identical",7,2,"restorana","exp_1"
"2169",1,47,"identical",7,3,"k?pe?i","exp_1"
"2170",1,47,"identical",7,4,"ile","exp_1"
"2171",1,47,"identical",7,5,"geldi","exp_1"
"2172",1,47,"identical",7,6,"ve","exp_1"
"2173",1,47,"identical",7,7,"yan","exp_1"
"2174",1,47,"identical",7,8,"masadaki","exp_1"
"2175",1,47,"identical",7,9,"insanlar?n","exp_1"
"2176",1,47,"identical",7,10,"tepkisini","exp_1"
"2177",1,47,"identical",7,11,"?ekti.","exp_1"
"2178",1,38,"ben",7,1,"Bug?n","exp_1"
"2179",1,38,"ben",7,2,"yap?lan","exp_1"
"2180",1,38,"ben",7,3,"i?","exp_1"
"2181",1,38,"ben",7,4,"g?r??mesinde","exp_1"
"2182",1,38,"ben",7,5,"baz?","exp_1"
"2183",1,38,"ben",7,6,"adaylar","exp_1"
"2184",1,38,"ben",7,7,"i?e","exp_1"
"2185",1,38,"ben",7,8,"al?nd?","exp_1"
"2186",1,38,"ben",7,9,"lakin","exp_1"
"2187",1,38,"ben",7,10,"baz?lar?","exp_1"
"2188",1,38,"ben",7,11,"al?nmad?.","exp_1"
"2189",1,66,"ben",6,1,"Evimizin","exp_1"
"2190",1,66,"ben",6,2,"kar??s?nda","exp_1"
"2191",1,66,"ben",6,3,"duran","exp_1"
"2192",1,66,"ben",6,4,"polisler","exp_1"
"2193",1,66,"ben",6,5,"bug?n","exp_1"
"2194",1,66,"ben",6,6,"hi?","exp_1"
"2195",1,66,"ben",6,7,"gitmeyecekler","exp_1"
"2196",1,66,"ben",6,8,"o","exp_1"
"2197",1,66,"ben",6,9,"y?zden","exp_1"
"2198",1,66,"ben",6,10,"evden","exp_1"
"2199",1,66,"ben",6,11,"??kam?yoruz.","exp_1"
"2200",1,20,"ben",4,1,"Yeme?in","exp_1"
"2201",1,20,"ben",4,2,"i?ine","exp_1"
"2202",1,20,"ben",4,3,"fazla","exp_1"
"2203",1,20,"ben",4,4,"tuz","exp_1"
"2204",1,20,"ben",4,5,"atm??t?","exp_1"
"2205",1,20,"ben",4,6,"bu","exp_1"
"2206",1,20,"ben",4,7,"sebeple","exp_1"
"2207",1,20,"ben",4,8,"kimse","exp_1"
"2208",1,20,"ben",4,9,"yeme?i","exp_1"
"2209",1,20,"ben",4,10,"yiyemedi.","exp_1"
"2210",1,7,"identical",6,1,"?ok","exp_1"
"2211",1,7,"identical",6,2,"gen?","exp_1"
"2212",1,7,"identical",6,3,"ya?ta","exp_1"
"2213",1,7,"identical",6,4,"dolu","exp_1"
"2214",1,7,"identical",6,5,"dizgin","exp_1"
"2215",1,7,"identical",6,6,"a?k","exp_1"
"2216",1,7,"identical",6,7,"ya?ad?","exp_1"
"2217",1,7,"identical",6,8,"haliyle","exp_1"
"2218",1,7,"identical",6,9,"kalbi","exp_1"
"2219",1,7,"identical",6,10,"k?r?ld?.","exp_1"
"2220",1,14,"ben",5,1,"K??","exp_1"
"2221",1,14,"ben",5,2,"mevsiminin","exp_1"
"2222",1,14,"ben",5,3,"vazge?ilmez","exp_1"
"2223",1,14,"ben",5,4,"sembol?","exp_1"
"2224",1,14,"ben",5,5,"?am","exp_1"
"2225",1,14,"ben",5,6,"a?a?lar?d?r","exp_1"
"2226",1,14,"ben",5,7,"ama","exp_1"
"2227",1,14,"ben",5,8,"de?eri","exp_1"
"2228",1,14,"ben",5,9,"insanlar","exp_1"
"2229",1,14,"ben",5,10,"taraf?ndan","exp_1"
"2230",1,14,"ben",5,11,"bilinmiyor.","exp_1"
"2231",1,9,"identical",5,1,"Her","exp_1"
"2232",1,9,"identical",5,2,"sabah","exp_1"
"2233",1,9,"identical",5,3,"erken","exp_1"
"2234",1,9,"identical",5,4,"saatlerde","exp_1"
"2235",1,9,"identical",5,5,"ku?","exp_1"
"2236",1,9,"identical",5,6,"?t?yordu","exp_1"
"2237",1,9,"identical",5,7,"ve","exp_1"
"2238",1,9,"identical",5,8,"onu","exp_1"
"2239",1,9,"identical",5,9,"uyand?r?yordu.","exp_1"
"2240",1,1,"identical",6,1,"Her","exp_1"
"2241",1,1,"identical",6,2,"gece","exp_1"
"2242",1,1,"identical",6,3,"yata?a","exp_1"
"2243",1,1,"identical",6,4,"oyuncak","exp_1"
"2244",1,1,"identical",6,5,"ay?s?","exp_1"
"2245",1,1,"identical",6,6,"ile","exp_1"
"2246",1,1,"identical",6,7,"giriyor","exp_1"
"2247",1,1,"identical",6,8,"ve","exp_1"
"2248",1,1,"identical",6,9,"onunla","exp_1"
"2249",1,1,"identical",6,10,"uyuyordu.","exp_1"
"2250",1,15,"identical",4,1,"Son","exp_1"
"2251",1,15,"identical",4,2,"zamanlarda","exp_1"
"2252",1,15,"identical",4,3,"depoda","exp_1"
"2253",1,15,"identical",4,4,"mal","exp_1"
"2254",1,15,"identical",4,5,"kalmaz","exp_1"
"2255",1,15,"identical",4,6,"oldu","exp_1"
"2256",1,15,"identical",4,7,"??nk?","exp_1"
"2257",1,15,"identical",4,8,"herkes","exp_1"
"2258",1,15,"identical",4,9,"?ok","exp_1"
"2259",1,15,"identical",4,10,"al??veri?","exp_1"
"2260",1,15,"identical",4,11,"yap?yor.","exp_1"
"2261",1,2,"ben",6,1,"Denemeden","exp_1"
"2262",1,2,"ben",6,2,"ald???","exp_1"
"2263",1,2,"ben",6,3,"b?t?n","exp_1"
"2264",1,2,"ben",6,4,"elbiseler","exp_1"
"2265",1,2,"ben",6,5,"ona","exp_1"
"2266",1,2,"ben",6,6,"bol","exp_1"
"2267",1,2,"ben",6,7,"gelmi?","exp_1"
"2268",1,2,"ben",6,8,"ve","exp_1"
"2269",1,2,"ben",6,9,"de?i?tirmek","exp_1"
"2270",1,2,"ben",6,10,"durumunda","exp_1"
"2271",1,2,"ben",6,11,"kalm??t?.","exp_1"
"2272",1,49,"identical",5,1,"Piknikte","exp_1"
"2273",1,49,"identical",5,2,"oynamak","exp_1"
"2274",1,49,"identical",5,3,"i?in","exp_1"
"2275",1,49,"identical",5,4,"yan?m?za","exp_1"
"2276",1,49,"identical",5,5,"top","exp_1"
"2277",1,49,"identical",5,6,"ald?k","exp_1"
"2278",1,49,"identical",5,7,"ama","exp_1"
"2279",1,49,"identical",5,8,"hi?","exp_1"
"2280",1,49,"identical",5,9,"oynayamad?k.","exp_1"
"2281",1,77,"identical",5,1,"Do?um","exp_1"
"2282",1,77,"identical",5,2,"g?n?mde","exp_1"
"2283",1,77,"identical",5,3,"giymek","exp_1"
"2284",1,77,"identical",5,4,"i?in","exp_1"
"2285",1,77,"identical",5,5,"gri","exp_1"
"2286",1,77,"identical",5,6,"rengi","exp_1"
"2287",1,77,"identical",5,7,"elbise","exp_1"
"2288",1,77,"identical",5,8,"ald?m.","exp_1"
"2289",1,28,"ben",8,1,"Yeni","exp_1"
"2290",1,28,"ben",8,2,"evi","exp_1"
"2291",1,28,"ben",8,3,"i?in","exp_1"
"2292",1,28,"ben",8,4,"ald???","exp_1"
"2293",1,28,"ben",8,5,"saat","exp_1"
"2294",1,28,"ben",8,6,"duvarda","exp_1"
"2295",1,28,"ben",8,7,"?ok","exp_1"
"2296",1,28,"ben",8,8,"iri","exp_1"
"2297",1,28,"ben",8,9,"durdu","exp_1"
"2298",1,28,"ben",8,10,"bu","exp_1"
"2299",1,28,"ben",8,11,"sebeple","exp_1"
"2300",1,28,"ben",8,12,"iade","exp_1"
"2301",1,28,"ben",8,13,"ettirdi.","exp_1"
"2302",1,29,"identical",6,1,"Ya?murdan","exp_1"
"2303",1,29,"identical",6,2,"?amur","exp_1"
"2304",1,29,"identical",6,3,"olan","exp_1"
"2305",1,29,"identical",6,4,"pantolonumu","exp_1"
"2306",1,29,"identical",6,5,"iki","exp_1"
"2307",1,29,"identical",6,6,"kez","exp_1"
"2308",1,29,"identical",6,7,"y?kad?m","exp_1"
"2309",1,29,"identical",6,8,"lakin","exp_1"
"2310",1,29,"identical",6,9,"halen","exp_1"
"2311",1,29,"identical",6,10,"lekeli.","exp_1"
"2312",1,67,"identical",6,1,"Yar?n","exp_1"
"2313",1,67,"identical",6,2,"ilk","exp_1"
"2314",1,67,"identical",6,3,"u?akla","exp_1"
"2315",1,67,"identical",6,4,"yan?na","exp_1"
"2316",1,67,"identical",6,5,"gelirdim","exp_1"
"2317",1,67,"identical",6,6,"ama","exp_1"
"2318",1,67,"identical",6,7,"bilet","exp_1"
"2319",1,67,"identical",6,8,"fiyatlar?","exp_1"
"2320",1,67,"identical",6,9,"?ok","exp_1"
"2321",1,67,"identical",6,10,"artm??.","exp_1"
"2322",1,3,"identical",5,1,"T?m","exp_1"
"2323",1,3,"identical",5,2,"g?n","exp_1"
"2324",1,3,"identical",5,3,"boyunca","exp_1"
"2325",1,3,"identical",5,4,"sadece","exp_1"
"2326",1,3,"identical",5,5,"nar","exp_1"
"2327",1,3,"identical",5,6,"yedi","exp_1"
"2328",1,3,"identical",5,7,"ve","exp_1"
"2329",1,3,"identical",5,8,"a?l?ktan","exp_1"
"2330",1,3,"identical",5,9,"bay?ld?.","exp_1"
"2331",1,54,"ben",7,1,"Ak?am","exp_1"
"2332",1,54,"ben",7,2,"i?in","exp_1"
"2333",1,54,"ben",7,3,"haz?rlanmaya","exp_1"
"2334",1,54,"ben",7,4,"ba?lamadan","exp_1"
"2335",1,54,"ben",7,5,"?nce","exp_1"
"2336",1,54,"ben",7,6,"?ok","exp_1"
"2337",1,54,"ben",7,7,"?t?","exp_1"
"2338",1,54,"ben",7,8,"yapt?m","exp_1"
"2339",1,54,"ben",7,9,"ama","exp_1"
"2340",1,54,"ben",7,10,"yine","exp_1"
"2341",1,54,"ben",7,11,"de","exp_1"
"2342",1,54,"ben",7,12,"?t?lemem","exp_1"
"2343",1,54,"ben",7,13,"gerekenleri","exp_1"
"2344",1,54,"ben",7,14,"bitiremedim.","exp_1"
"2345",1,37,"identical",4,1,"Osmanl?","exp_1"
"2346",1,37,"identical",4,2,"d?neminde","exp_1"
"2347",1,37,"identical",4,3,"erkekler","exp_1"
"2348",1,37,"identical",4,4,"fes","exp_1"
"2349",1,37,"identical",4,5,"giyerdi.","exp_1"
"2350",1,35,"identical",6,1,"?dev","exp_1"
"2351",1,35,"identical",6,2,"yapmak","exp_1"
"2352",1,35,"identical",6,3,"i?in","exp_1"
"2353",1,35,"identical",6,4,"ald???m","exp_1"
"2354",1,35,"identical",6,5,"kitaplar?","exp_1"
"2355",1,35,"identical",6,6,"eve","exp_1"
"2356",1,35,"identical",6,7,"getirdim","exp_1"
"2357",1,35,"identical",6,8,"ama","exp_1"
"2358",1,35,"identical",6,9,"?deve","exp_1"
"2359",1,35,"identical",6,10,"ba?layamad?m.","exp_1"
"2360",1,70,"ben",6,1,"E?er","exp_1"
"2361",1,70,"ben",6,2,"bu","exp_1"
"2362",1,70,"ben",6,3,"yar???","exp_1"
"2363",1,70,"ben",6,4,"kazanmak","exp_1"
"2364",1,70,"ben",6,5,"istiyorsan","exp_1"
"2365",1,70,"ben",6,6,"iyi","exp_1"
"2366",1,70,"ben",6,7,"oynamal?s?n","exp_1"
"2367",1,70,"ben",6,8,"yoksa","exp_1"
"2368",1,70,"ben",6,9,"kaybedebilirsin.","exp_1"
"2369",1,59,"identical",5,1,"K?pe?im","exp_1"
"2370",1,59,"identical",5,2,"i?in","exp_1"
"2371",1,59,"identical",5,3,"ald???m","exp_1"
"2372",1,59,"identical",5,4,"tasma","exp_1"
"2373",1,59,"identical",5,5,"?ok","exp_1"
"2374",1,59,"identical",5,6,"b?y?k","exp_1"
"2375",1,59,"identical",5,7,"geldi","exp_1"
"2376",1,59,"identical",5,8,"bu","exp_1"
"2377",1,59,"identical",5,9,"y?zden","exp_1"
"2378",1,59,"identical",5,10,"ben","exp_1"
"2379",1,59,"identical",5,11,"de","exp_1"
"2380",1,59,"identical",5,12,"onu","exp_1"
"2381",1,59,"identical",5,13,"kom?uma","exp_1"
"2382",1,59,"identical",5,14,"verdim.","exp_1"
"2383",1,21,"identical",3,1,"Yar?n","exp_1"
"2384",1,21,"identical",3,2,"bah?eden","exp_1"
"2385",1,21,"identical",3,3,"dut","exp_1"
"2386",1,21,"identical",3,4,"toplayacaklar.","exp_1"
"2387",1,12,"ben",3,1,"Babam","exp_1"
"2388",1,12,"ben",3,2,"hep","exp_1"
"2389",1,12,"ben",3,3,"caz","exp_1"
"2390",1,12,"ben",3,4,"dinler","exp_1"
"2391",1,12,"ben",3,5,"ve","exp_1"
"2392",1,12,"ben",3,6,"bizede","exp_1"
"2393",1,12,"ben",3,7,"zorla","exp_1"
"2394",1,12,"ben",3,8,"dinletmek","exp_1"
"2395",1,12,"ben",3,9,"ister.","exp_1"
"2396",1,80,"ben",5,1,"Ya?l?","exp_1"
"2397",1,80,"ben",5,2,"kad?n","exp_1"
"2398",1,80,"ben",5,3,"bu","exp_1"
"2399",1,80,"ben",5,4,"yoldan","exp_1"
"2400",1,80,"ben",5,5,"hep","exp_1"
"2401",1,80,"ben",5,6,"ge?er","exp_1"
"2402",1,80,"ben",5,7,"ve","exp_1"
"2403",1,80,"ben",5,8,"her","exp_1"
"2404",1,80,"ben",5,9,"seferinde","exp_1"
"2405",1,80,"ben",5,10,"tedirgin","exp_1"
"2406",1,80,"ben",5,11,"olur.","exp_1"
"2407",1,76,"ben",7,1,"Mezuniyetimde","exp_1"
"2408",1,76,"ben",7,2,"kullanmak","exp_1"
"2409",1,76,"ben",7,3,"i?in","exp_1"
"2410",1,76,"ben",7,4,"yeni","exp_1"
"2411",1,76,"ben",7,5,"pembe","exp_1"
"2412",1,76,"ben",7,6,"bir","exp_1"
"2413",1,76,"ben",7,7,"ruj","exp_1"
"2414",1,76,"ben",7,8,"ald?m","exp_1"
"2415",1,76,"ben",7,9,"ama","exp_1"
"2416",1,76,"ben",7,10,"mezuniyete","exp_1"
"2417",1,76,"ben",7,11,"giderken","exp_1"
"2418",1,76,"ben",7,12,"yan?ma","exp_1"
"2419",1,76,"ben",7,13,"almay?","exp_1"
"2420",1,76,"ben",7,14,"unuttum.","exp_1"
"2421",1,64,"ben",7,1,"Yeme?ini","exp_1"
"2422",1,64,"ben",7,2,"bitirdikten","exp_1"
"2423",1,64,"ben",7,3,"sonra","exp_1"
"2424",1,64,"ben",7,4,"garson","exp_1"
"2425",1,64,"ben",7,5,"masay?","exp_1"
"2426",1,64,"ben",7,6,"?ok","exp_1"
"2427",1,64,"ben",7,7,"iyi","exp_1"
"2428",1,64,"ben",7,8,"temizledi","exp_1"
"2429",1,64,"ben",7,9,"bu","exp_1"
"2430",1,64,"ben",7,10,"sebepten","exp_1"
"2431",1,64,"ben",7,11,"fazla","exp_1"
"2432",1,64,"ben",7,12,"bah?i?","exp_1"
"2433",1,64,"ben",7,13,"verdik.","exp_1"
"2434",1,75,"identical",6,1,"En","exp_1"
"2435",1,75,"identical",6,2,"son","exp_1"
"2436",1,75,"identical",6,3,"gitti?imiz","exp_1"
"2437",1,75,"identical",6,4,"film","exp_1"
"2438",1,75,"identical",6,5,"hepimizi","exp_1"
"2439",1,75,"identical",6,6,"?ok","exp_1"
"2440",1,75,"identical",6,7,"etkiledi","exp_1"
"2441",1,75,"identical",6,8,"o","exp_1"
"2442",1,75,"identical",6,9,"y?zden","exp_1"
"2443",1,75,"identical",6,10,"b?t?n","exp_1"
"2444",1,75,"identical",6,11,"arkada?lar?ma","exp_1"
"2445",1,75,"identical",6,12,"tavsiye","exp_1"
"2446",1,75,"identical",6,13,"ettim.","exp_1"
"2447",1,63,"identical",9,1,"Bu","exp_1"
"2448",1,63,"identical",9,2,"y?l","exp_1"
"2449",1,63,"identical",9,3,"ikimiz","exp_1"
"2450",1,63,"identical",9,4,"de","exp_1"
"2451",1,63,"identical",9,5,"mezun","exp_1"
"2452",1,63,"identical",9,6,"oldu?umuz","exp_1"
"2453",1,63,"identical",9,7,"i?in","exp_1"
"2454",1,63,"identical",9,8,"tatile","exp_1"
"2455",1,63,"identical",9,9,"k?z","exp_1"
"2456",1,63,"identical",9,10,"karde?imle","exp_1"
"2457",1,63,"identical",9,11,"beraber","exp_1"
"2458",1,63,"identical",9,12,"gidece?iz.","exp_1"
"2459",1,50,"ben",8,1,"Arkada?lar?m?n","exp_1"
"2460",1,50,"ben",8,2,"ya?","exp_1"
"2461",1,50,"ben",8,3,"g?n?","exp_1"
"2462",1,50,"ben",8,4,"s?rprizi","exp_1"
"2463",1,50,"ben",8,5,"i?in","exp_1"
"2464",1,50,"ben",8,6,"ald???","exp_1"
"2465",1,50,"ben",8,7,"pastay?","exp_1"
"2466",1,50,"ben",8,8,"hep","exp_1"
"2467",1,50,"ben",8,9,"beraber","exp_1"
"2468",1,50,"ben",8,10,"yedik","exp_1"
"2469",1,50,"ben",8,11,"ama","exp_1"
"2470",1,50,"ben",8,12,"yine","exp_1"
"2471",1,50,"ben",8,13,"de","exp_1"
"2472",1,50,"ben",8,14,"bitiremedik.","exp_1"
"2473",1,19,"identical",4,1,"Patronunun","exp_1"
"2474",1,19,"identical",4,2,"bask?lar?na","exp_1"
"2475",1,19,"identical",4,3,"dayanamay?p","exp_1"
"2476",1,19,"identical",4,4,"i?i","exp_1"
"2477",1,19,"identical",4,5,"b?rakt?","exp_1"
"2478",1,19,"identical",4,6,"ama","exp_1"
"2479",1,19,"identical",4,7,"bu","exp_1"
"2480",1,19,"identical",4,8,"karar?ndan","exp_1"
"2481",1,19,"identical",4,9,"dolay?","exp_1"
"2482",1,19,"identical",4,10,"?ok","exp_1"
"2483",1,19,"identical",4,11,"pi?man","exp_1"
"2484",1,19,"identical",4,12,"oldu.","exp_1"
"2485",1,71,"identical",5,1,"Marketten","exp_1"
"2486",1,71,"identical",5,2,"ald???m","exp_1"
"2487",1,71,"identical",5,3,"elma","exp_1"
"2488",1,71,"identical",5,4,"pek","exp_1"
"2489",1,71,"identical",5,5,"iyi","exp_1"
"2490",1,71,"identical",5,6,"??kmad?","exp_1"
"2491",1,71,"identical",5,7,"o","exp_1"
"2492",1,71,"identical",5,8,"y?zden","exp_1"
"2493",1,71,"identical",5,9,"yeni","exp_1"
"2494",1,71,"identical",5,10,"elmalar","exp_1"
"2495",1,71,"identical",5,11,"almaya","exp_1"
"2496",1,71,"identical",5,12,"gidiyorum.","exp_1"
"2497",1,4,"ben",6,1,"?ok","exp_1"
"2498",1,4,"ben",6,2,"yak?n","exp_1"
"2499",1,4,"ben",6,3,"zamanda","exp_1"
"2500",1,4,"ben",6,4,"bu","exp_1"
"2501",1,4,"ben",6,5,"da?dan","exp_1"
"2502",1,4,"ben",6,6,"???","exp_1"
"2503",1,4,"ben",6,7,"d??t?","exp_1"
"2504",1,4,"ben",6,8,"ve","exp_1"
"2505",1,4,"ben",6,9,"bir","exp_1"
"2506",1,4,"ben",6,10,"?ok","exp_1"
"2507",1,4,"ben",6,11,"ki?i","exp_1"
"2508",1,4,"ben",6,12,"yaraland?.","exp_1"
"2509",1,13,"identical",7,1,"Havalar","exp_1"
"2510",1,13,"identical",7,2,"o","exp_1"
"2511",1,13,"identical",7,3,"kadar","exp_1"
"2512",1,13,"identical",7,4,"so?udu","exp_1"
"2513",1,13,"identical",7,5,"ki","exp_1"
"2514",1,13,"identical",7,6,"sonunda","exp_1"
"2515",1,13,"identical",7,7,"kar","exp_1"
"2516",1,13,"identical",7,8,"ya?d?","exp_1"
"2517",1,13,"identical",7,9,"ve","exp_1"
"2518",1,13,"identical",7,10,"her","exp_1"
"2519",1,13,"identical",7,11,"yer","exp_1"
"2520",1,13,"identical",7,12,"bembeyaz","exp_1"
"2521",1,13,"identical",7,13,"oldu.","exp_1"
"2522",1,60,"ben",4,1,"Restorandaki","exp_1"
"2523",1,60,"ben",4,2,"t?m","exp_1"
"2524",1,60,"ben",4,3,"yemeklere","exp_1"
"2525",1,60,"ben",4,4,"ac?","exp_1"
"2526",1,60,"ben",4,5,"koymu?lar","exp_1"
"2527",1,60,"ben",4,6,"bu","exp_1"
"2528",1,60,"ben",4,7,"y?zden","exp_1"
"2529",1,60,"ben",4,8,"hi?birini","exp_1"
"2530",1,60,"ben",4,9,"yiyemedim.","exp_1"
"2531",1,45,"identical",8,1,"D?n","exp_1"
"2532",1,45,"identical",8,2,"ya?l?","exp_1"
"2533",1,45,"identical",8,3,"adam","exp_1"
"2534",1,45,"identical",8,4,"yolun","exp_1"
"2535",1,45,"identical",8,5,"kenar?nda","exp_1"
"2536",1,45,"identical",8,6,"bu","exp_1"
"2537",1,45,"identical",8,7,"saatlerde","exp_1"
"2538",1,45,"identical",8,8,"s?t","exp_1"
"2539",1,45,"identical",8,9,"sat?yordu","exp_1"
"2540",1,45,"identical",8,10,"biz","exp_1"
"2541",1,45,"identical",8,11,"de","exp_1"
"2542",1,45,"identical",8,12,"ge?erken","exp_1"
"2543",1,45,"identical",8,13,"biraz","exp_1"
"2544",1,45,"identical",8,14,"s?t","exp_1"
"2545",1,45,"identical",8,15,"ald?k.","exp_1"
"2546",1,30,"ben",6,1,"Trafik","exp_1"
"2547",1,30,"ben",6,2,"s?k???kl???n?","exp_1"
"2548",1,30,"ben",6,3,"?nlemek","exp_1"
"2549",1,30,"ben",6,4,"i?in","exp_1"
"2550",1,30,"ben",6,5,"yeni","exp_1"
"2551",1,30,"ben",6,6,"yol","exp_1"
"2552",1,30,"ben",6,7,"yap?lmad?","exp_1"
"2553",1,30,"ben",6,8,"bu","exp_1"
"2554",1,30,"ben",6,9,"y?zden","exp_1"
"2555",1,30,"ben",6,10,"trafikten","exp_1"
"2556",1,30,"ben",6,11,"kurtulamad?k.","exp_1"
"2557",1,17,"identical",3,1,"Da??n","exp_1"
"2558",1,17,"identical",3,2,"yamac?n?","exp_1"
"2559",1,17,"identical",3,3,"kar","exp_1"
"2560",1,17,"identical",3,4,"kaplam??t?","exp_1"
"2561",1,17,"identical",3,5,"bu","exp_1"
"2562",1,17,"identical",3,6,"sebeple","exp_1"
"2563",1,17,"identical",3,7,"?ok","exp_1"
"2564",1,17,"identical",3,8,"g?zel","exp_1"
"2565",1,17,"identical",3,9,"g?r?n?yordu.","exp_1"
"2566",1,11,"identical",8,1,"G?ne?","exp_1"
"2567",1,11,"identical",8,2,"kremi","exp_1"
"2568",1,11,"identical",8,3,"s?rmedi?i","exp_1"
"2569",1,11,"identical",8,4,"zaman","exp_1"
"2570",1,11,"identical",8,5,"y?z?nde","exp_1"
"2571",1,11,"identical",8,6,"?ok","exp_1"
"2572",1,11,"identical",8,7,"fazla","exp_1"
"2573",1,11,"identical",8,8,"?il","exp_1"
"2574",1,11,"identical",8,9,"??k?yordu","exp_1"
"2575",1,11,"identical",8,10,"bu","exp_1"
"2576",1,11,"identical",8,11,"sebeple","exp_1"
"2577",1,11,"identical",8,12,"kapat?c?","exp_1"
"2578",1,11,"identical",8,13,"kullan?yordu.","exp_1"
"2579",1,65,"identical",6,1,"Eski","exp_1"
"2580",1,65,"identical",6,2,"evimizdeki","exp_1"
"2581",1,65,"identical",6,3,"e?yalar?","exp_1"
"2582",1,65,"identical",6,4,"yeni","exp_1"
"2583",1,65,"identical",6,5,"ald???m?z","exp_1"
"2584",1,65,"identical",6,6,"eve","exp_1"
"2585",1,65,"identical",6,7,"ta??d?k","exp_1"
"2586",1,65,"identical",6,8,"bu","exp_1"
"2587",1,65,"identical",6,9,"y?zden","exp_1"
"2588",1,65,"identical",6,10,"?ok","exp_1"
"2589",1,65,"identical",6,11,"yorgunuz.","exp_1"
"2590",1,27,"identical",6,1,"K?z","exp_1"
"2591",1,27,"identical",6,2,"arkada??m","exp_1"
"2592",1,27,"identical",6,3,"bizim","exp_1"
"2593",1,27,"identical",6,4,"eve","exp_1"
"2594",1,27,"identical",6,5,"k?pe?i","exp_1"
"2595",1,27,"identical",6,6,"ile","exp_1"
"2596",1,27,"identical",6,7,"geldi","exp_1"
"2597",1,27,"identical",6,8,"ama","exp_1"
"2598",1,27,"identical",6,9,"ben","exp_1"
"2599",1,27,"identical",6,10,"k?pe?inden","exp_1"
"2600",1,27,"identical",6,11,"?ok","exp_1"
"2601",1,27,"identical",6,12,"korktum.","exp_1"
"2602",1,48,"ben",5,1,"Arkada??m","exp_1"
"2603",1,48,"ben",5,2,"i?in","exp_1"
"2604",1,48,"ben",5,3,"ald???m","exp_1"
"2605",1,48,"ben",5,4,"kolyedeki","exp_1"
"2606",1,48,"ben",5,5,"ta?","exp_1"
"2607",1,48,"ben",5,6,"d??m??","exp_1"
"2608",1,48,"ben",5,7,"o","exp_1"
"2609",1,48,"ben",5,8,"y?zden","exp_1"
"2610",1,48,"ben",5,9,"yeni","exp_1"
"2611",1,48,"ben",5,10,"kolye","exp_1"
"2612",1,48,"ben",5,11,"ald?m.","exp_1"
"2613",1,68,"ben",8,1,"E?er","exp_1"
"2614",1,68,"ben",8,2,"d?md?z","exp_1"
"2615",1,68,"ben",8,3,"y?r?meye","exp_1"
"2616",1,68,"ben",8,4,"devam","exp_1"
"2617",1,68,"ben",8,5,"edersen","exp_1"
"2618",1,68,"ben",8,6,"yolun","exp_1"
"2619",1,68,"ben",8,7,"sonunda","exp_1"
"2620",1,68,"ben",8,8,"onu","exp_1"
"2621",1,68,"ben",8,9,"g?receksin.","exp_1"
"2622",1,31,"identical",4,1,"Bug?n","exp_1"
"2623",1,31,"identical",4,2,"okula","exp_1"
"2624",1,31,"identical",4,3,"giderken","exp_1"
"2625",1,31,"identical",4,4,"kar","exp_1"
"2626",1,31,"identical",4,5,"ya??yordu","exp_1"
"2627",1,31,"identical",4,6,"bu","exp_1"
"2628",1,31,"identical",4,7,"sebeple","exp_1"
"2629",1,31,"identical",4,8,"hasta","exp_1"
"2630",1,31,"identical",4,9,"oldum.","exp_1"
"2631",1,53,"identical",6,1,"En","exp_1"
"2632",1,53,"identical",6,2,"sevdi?i","exp_1"
"2633",1,53,"identical",6,3,"?izgi","exp_1"
"2634",1,53,"identical",6,4,"film","exp_1"
"2635",1,53,"identical",6,5,"kahraman?","exp_1"
"2636",1,53,"identical",6,6,"ile","exp_1"
"2637",1,53,"identical",6,7,"foto?raf","exp_1"
"2638",1,53,"identical",6,8,"?ekildi","exp_1"
"2639",1,53,"identical",6,9,"ama","exp_1"
"2640",1,53,"identical",6,10,"yanl??l?kla","exp_1"
"2641",1,53,"identical",6,11,"foto?raf?","exp_1"
"2642",1,53,"identical",6,12,"sildi.","exp_1"
"2643",1,36,"ben",7,1,"??","exp_1"
"2644",1,36,"ben",7,2,"yerindeki","exp_1"
"2645",1,36,"ben",7,3,"sat??lar?m?z","exp_1"
"2646",1,36,"ben",7,4,"??","exp_1"
"2647",1,36,"ben",7,5,"ay","exp_1"
"2648",1,36,"ben",7,6,"i?inde","exp_1"
"2649",1,36,"ben",7,7,"?ok","exp_1"
"2650",1,36,"ben",7,8,"artt???","exp_1"
"2651",1,36,"ben",7,9,"i?in","exp_1"
"2652",1,36,"ben",7,10,"patron","exp_1"
"2653",1,36,"ben",7,11,"hepimize","exp_1"
"2654",1,36,"ben",7,12,"zam","exp_1"
